,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,homepage,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,description,projectrank,show,projectrank_placing,markdown_extension,license,trending,gitlab_id,gitlab_url,created_at,fork_count,open_issue_count,closed_issue_count,star_count,release_count,updated_at,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,pypi,bitbucket_id
89,mkdocs-code-validator,,code-validator,,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,{},21.0,21.0,,https://pypi.org/project/mkdocs-code-validator,1158.0,1158.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
90,mkdocs-task-collector,,task-collector,,costantinoai/mkdocs-task-collector,mkdocs-task-collector,['plugin'],search-toc,{},5.0,5.0,2.0,https://pypi.org/project/mkdocs-task-collector,178495.0,178495.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
91,mkpdfs,,mkpdfs,,comwes/mkpdfs-mkdocs-plugin,mkpdfs-mkdocs,['plugin'],site-conversion,{},66.0,66.0,9.0,https://pypi.org/project/mkpdfs-mkdocs,682.0,682.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
92,print-site,,print-site,,timvink/mkdocs-print-site-plugin,mkdocs-print-site-plugin,['plugin'],site-conversion,{},,,17.0,https://pypi.org/project/mkdocs-print-site-plugin,206473.0,206473.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
93,pdf-with-js,,pdf-with-js,,smaxtec/mkdocs-pdf-with-js-plugin,mkdocs-pdf-with-js-plugin,['plugin'],site-conversion,{},13.0,13.0,4.0,https://pypi.org/project/mkdocs-pdf-with-js-plugin,1273.0,1273.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
94,mkdocs-pandoc,,,,jgrassler/mkdocs-pandoc,mkdocs-pandoc,[],site-conversion,{},78.0,78.0,4.0,https://pypi.org/project/mkdocs-pandoc,578.0,578.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
95,monorepo,,monorepo,,backstage/mkdocs-monorepo-plugin,mkdocs-monorepo-plugin,['plugin'],site-management,{},694.0,694.0,32.0,https://pypi.org/project/mkdocs-monorepo-plugin,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,
96,techdocs-core,,techdocs-core,,backstage/mkdocs-techdocs-core,mkdocs-techdocs-core,['plugin'],site-management,{},224.0,224.0,51.0,https://pypi.org/project/mkdocs-techdocs-core,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,
97,mkdocs-embed-external-markdown,,external-markdown,,fire1ce/mkdocs-embed-external-markdown,mkdocs-embed-external-markdown,['plugin'],snippets-include,{},177.0,177.0,7.0,https://pypi.org/project/mkdocs-embed-external-markdown,,,,5,True,3.0,,MIT,,,,,,,,,,,,,,,,,
98,meta-descriptions,,meta-descriptions,,prcr/mkdocs-meta-descriptions-plugin,mkdocs-meta-descriptions-plugin,['plugin'],snippets-include,{},1280.0,1280.0,3.0,https://pypi.org/project/mkdocs-meta-descriptions-plugin,,,,5,True,3.0,,,,,,,,,,,,,,,,,,,
99,Mdx Include,,,,neurobin/mdx_include,mdx-include,['markdown'],snippets-include,{},,,3.0,https://pypi.org/project/mdx-include,111033.0,111033.0,,5,True,3.0,mdx_include,,,,,,,,,,,,,,,,,,
100,GitBook,gitbook,,,,mkdocs-gitbook,['theme'],theming,https://gitlab.com/lramage/mkdocs-gitbook-theme,,,,https://pypi.org/project/mkdocs-gitbook,,,Default theme for GitBook for Mkdocs https://lramage.gitlab.io/mkdocs-gitbook-theme.,4,True,2.0,,,,lramage/mkdocs-gitbook-theme,https://gitlab.com/lramage/mkdocs-gitbook-theme,2018-12-17 18:29:14,15.0,9.0,10.0,30.0,0.0,2018-12-17 18:29:14.000000,,,,,,,
101,CustomMill,custommill,,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,{},24.0,24.0,8.0,https://pypi.org/project/mkdocs-custommill,257.0,257.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
102,Bootstrap,bootstrap,,,mkdocs/mkdocs-bootstrap,mkdocs-bootstrap,['theme'],theming,{},523.0,523.0,6.0,https://pypi.org/project/mkdocs-bootstrap,,,,4,True,2.0,,,,,,,,,,,,,,,,,,,
103,MkApi,,mkapi,,daizutabi/mkapi,mkapi,['plugin'],api-docs,{},271.0,271.0,6.0,https://pypi.org/project/mkapi,,,,4,True,2.0,,,,,,,,,,,,,,,,,,,
104,MkDocsOAD,,"['neoteroi.mkdocsoad', 'neoteroi.contribs']",,Neoteroi/mkdocs-plugins,neoteroi-mkdocs,"['plugin', 'markdown']",api-docs,{},532.0,532.0,13.0,https://pypi.org/project/neoteroi-mkdocs,,,Plugin for MkDocs to generate human readable documentation from OpenAPI Documentation Version 3 (also known as Swagger..,4,True,2.0,"['neoteroi.cards', 'neoteroi.timeline', 'neoteroi.projects', 'neoteroi.spantable']",,,,,,,,,,,,,,,,,,
105,mkdocs-typer,,,,bruce-szalwinski/mkdocs-typer,mkdocs-typer,['markdown'],api-docs,{},,,,https://pypi.org/project/mkdocs-typer,17024.0,17024.0,,4,True,2.0,mkdocs-typer,,,,,,,,,,,,,,,,,,
106,mkdocs-material-adr,,mkdocs-material-adr/adr,,Kl0ven/mkdocs-material-adr,mkdocs-material-adr,['plugin'],api-docs,{},12.0,12.0,2.0,https://pypi.org/project/mkdocs-material-adr,7617.0,7617.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
107,newsletter,,mkdocs-newsletter,,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],blogging,{},81.0,81.0,3.0,https://pypi.org/project/mkdocs-newsletter,135.0,135.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
108,mkdocs-blogging-plugin,,blogging,,liang2kl/mkdocs-blogging-plugin,mkdocs-blogging-plugin,['plugin'],blogging,{},321.0,321.0,7.0,https://pypi.org/project/mkdocs-blogging-plugin,,,,4,True,3.0,,,,,,,,,,,,,,,,,,,
109,drawio-exporter,,drawio-exporter,,LukeCarrier/mkdocs-drawio-exporter,mkdocs-drawio-exporter,['plugin'],charts,{},,,5.0,https://pypi.org/project/mkdocs-drawio-exporter,10003.0,10003.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
110,mkdocs-resize-images,,resize-images,,JakubAndrysek/mkdocs-resize-images,mkdocs-resize-images,['plugin'],charts,{},13.0,13.0,,https://pypi.org/project/mkdocs-resize-images,516.0,516.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
111,oEmbedPy,,oembedpy,,attakei/oEmbedPy,oEmbedPy,['plugin'],charts,https://oembedpy.readthedocs.io/en/stable/integrations/mkdocs/,17.0,17.0,2.0,https://pypi.org/project/oEmbedPy,629.0,629.0,MkDocs plugin to render rich contents from URL by oEmbed API.,4,True,2.0,,,,,,,,,,,,,,,,,,,
112,mknotebooks,,mknotebooks,,greenape/mknotebooks,mknotebooks,['plugin'],code-exec-templating,{},803.0,803.0,14.0,https://pypi.org/project/mknotebooks,,,,4,True,3.0,,,,,,,,,,,,,,,,,,,
113,mkdocs_protobuf,,mkdocs_protobuf,,rymurr/mkdocs-protobuf,mkdocs-protobuf,['plugin'],code-exec-templating,{},,,2.0,https://pypi.org/project/mkdocs-protobuf,2259.0,2259.0,Mkdocs plugin to render protobuf messages.,4,True,3.0,,Apache-2,,,,,,,,,,,,,,,,,
114,Termynal,,termynal,,termynal/termynal.py,termynal,['plugin'],code-exec-templating,{},,,8.0,https://pypi.org/project/termynal,31631.0,31631.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
115,placeholder,,placeholder,,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],code-exec-templating,{},,,3.0,https://pypi.org/project/mkdocs-placeholder-plugin,13224.0,13224.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
116,branchcustomization,,branchcustomization,,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,{},28.0,28.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,730.0,730.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
117,git-committers,,git-committers,,byrnereese/mkdocs-git-committers-plugin,mkdocs-git-committers-plugin,['plugin'],git-info,{},355.0,355.0,7.0,https://pypi.org/project/mkdocs-git-committers-plugin,,,,4,True,2.0,,,,,,,,,,,,,['mkdocs_plugin'],,,,,,
118,Github-Links,,,,Python-Markdown/github-links,mdx-gh-links,['markdown'],git-info,{},,,5.0,https://pypi.org/project/mdx-gh-links,15606.0,15606.0,,4,True,2.0,mdx_gh_links,,,,,,,,,,,,,,,,,,
119,enumerate-headings,,enumerate-headings,,timvink/mkdocs-enumerate-headings-plugin,mkdocs-enumerate-headings-plugin,['plugin'],html-css,{},398.0,398.0,6.0,https://pypi.org/project/mkdocs-enumerate-headings-plugin,,,,4,True,3.0,,,,,,,,,,,,,,,,,,,
120,mkdocs-copy-to-llm,,copy-to-llm,,leonardocustodio/mkdocs-copy-to-llm,mkdocs-copy-to-llm,['plugin'],integrations,{},7.0,7.0,4.0,https://pypi.org/project/mkdocs-copy-to-llm,2412.0,2412.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
121,ezglossary,,ezglossary,,realtimeprojects/mkdocs-ezglossary,mkdocs-ezglossary-plugin,['plugin'],links-refs,{},,,6.0,https://pypi.org/project/mkdocs-ezglossary-plugin,10419.0,10419.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
122,roamlinks,,roamlinks,,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],links-refs,{},,,10.0,https://pypi.org/project/mkdocs-roamlinks-plugin,33818.0,33818.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
123,Wikilink Plus,,,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],links-refs,{},,,5.0,https://pypi.org/project/mdx-wikilink-plus,13927.0,13927.0,,4,True,2.0,mdx_wikilink_plus,,,,,,,,,,,,,,,,,,
124,Markdown PyCon,,,,pawamoy/markdown-pycon,,['markdown'],markdown,{},12.0,12.0,,,,,,4,True,2.0,pycon,ISC,,,,,,,,,,,,,,,,,
125,mkdocs-title-casing-plugin,,title-casing,,mattchristopher314/mkdocs-title-casing-plugin,mkdocs-title-casing-plugin,['plugin'],nav-pages,{},11.0,11.0,,https://pypi.org/project/mkdocs-title-casing-plugin,613.0,613.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
126,mkdocs-gallery,,gallery,,smarie/mkdocs-gallery,mkdocs-gallery,['plugin'],nav-pages,{},,,10.0,https://pypi.org/project/mkdocs-gallery,8446.0,8446.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
127,mkdocs-live-edit-plugin,,live-edit,,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],nav-pages,{},19.0,19.0,6.0,https://pypi.org/project/mkdocs-live-edit-plugin,1055.0,1055.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
128,Link Checker,,,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],quality,{},,,5.0,https://pypi.org/project/mkdocs-linkcheck,33829.0,33829.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
129,exclude-search,,exclude-search,,chrieke/mkdocs-exclude-search,mkdocs-exclude-search,['plugin'],search-toc,{},,,6.0,https://pypi.org/project/mkdocs-exclude-search,49180.0,49180.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
130,markdown-docs,,,,ldeluigi/markdown-docs,,['project'],site-management,{},111.0,111.0,6.0,,,,Generates documentation based on Markdown files and PlantUML syntax.,4,True,2.0,,,,,,,,,,,,2026-08-01 08:45:49.893230,,deloo/markdown-docs,https://hub.docker.com/r/deloo/markdown-docs,2026-08-01 08:45:49.893230,49817.0,,
131,MkDocs Merge,,,,ovasquez/mkdocs-merge,mkdocs-merge,[],site-management,{},9.0,9.0,3.0,https://pypi.org/project/mkdocs-merge,3204.0,3204.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
132,GitHub,github,,,g3xx/mkdocs-Github,mkdocs-github,['theme'],theming,{},13.0,13.0,,https://pypi.org/project/mkdocs-github,132.0,132.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
133,Terminal for MkDocs,terminal,['terminal/md-to-html'],,ntno/mkdocs-terminal,mkdocs-terminal,['theme'],theming,{},173.0,173.0,4.0,https://pypi.org/project/mkdocs-terminal,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
134,Lantana,lantana,,,WSOFT-Project/lantana,lantana,['theme'],theming,{},8.0,8.0,6.0,https://pypi.org/project/lantana,392.0,392.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
135,Shadcn,shadcn,"['shadcn/search', 'shadcn/excalidraw']",,asiffer/mkdocs-shadcn,mkdocs-shadcn,"['theme', 'plugin']",theming,{},95.0,95.0,7.0,https://pypi.org/project/mkdocs-shadcn,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
136,inari,,inari,,tkamenoko/inari,inari,['plugin'],api-docs,{},9.0,9.0,,https://pypi.org/project/inari,193.0,193.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
137,mktheapidocs,,mktheapidocs,,greenape/mktheapidocs,mktheapidocs,['plugin'],api-docs,{},,,6.0,https://pypi.org/project/mktheapidocs,1239.0,1239.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
138,mkdocstrings-vba,,,,mkdocstrings/vba,mkdocstrings-vba,,api-docs,{},3.0,3.0,3.0,https://pypi.org/project/mkdocstrings-vba,192.0,192.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
139,mkdocs_puml,,plantuml,,MikhailKravets/mkdocs_puml,mkdocs-puml,['plugin'],charts,{},81.0,81.0,10.0,https://pypi.org/project/mkdocs-puml,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
140,kroki,,kroki,,AVATEAM-IT-SYSTEMHAUS/mkdocs-kroki-plugin,mkdocs-kroki-plugin,['plugin'],charts,{},93.0,93.0,19.0,https://pypi.org/project/mkdocs-kroki-plugin,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
141,mkdocs-diagrams,,diagrams,,zoni/mkdocs-diagrams,mkdocs-diagrams,['plugin'],charts,{},86.0,86.0,,https://pypi.org/project/mkdocs-diagrams,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
142,plotly charts,,plotly,,haoda-li/mkdocs-plotly-plugin,mkdocs-plotly-plugin,['plugin'],charts,{},,,4.0,https://pypi.org/project/mkdocs-plotly-plugin,3552.0,3552.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
143,mkdocs-bpmn-js,,bpmn-js,,madebyherzblut/mkdocs-bpmn-js,mkdocs-bpmn-js,['plugin'],charts,{},1.0,1.0,,https://pypi.org/project/mkdocs-bpmn-js,1722.0,1722.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
144,mkdocs-markmap,,markmap,,markmap/mkdocs-markmap,mkdocs-markmap,['plugin'],code-exec-templating,{},,,3.0,https://pypi.org/project/mkdocs-markmap,2585.0,2585.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
145,document-dates,,document-dates,,jaywhj/mkdocs-document-dates,mkdocs-document-dates,['plugin'],git-info,{},71.0,71.0,4.0,https://pypi.org/project/mkdocs-document-dates,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
146,mkdocs-add-teaser,,mkdocs-add-teaser,,wilhelmer/mkdocs-add-teaser,mkdocs-add-teaser,['plugin'],html-css,{},8.0,8.0,3.0,https://pypi.org/project/mkdocs-add-teaser,441.0,441.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
147,add-number,,add-number,,ignorantshr/mkdocs-add-number-plugin,mkdocs-add-number-plugin,['plugin'],html-css,{},54.0,54.0,3.0,https://pypi.org/project/mkdocs-add-number-plugin,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
148,MkDocs Pygments,,pygments,,pawamoy/mkdocs-pygments,,['plugin'],html-css,{},7.0,7.0,,,,,,3,True,3.0,,ISC,,,,,,,,,,,,,,,,,
149,mkdocs-ai-summary,,ai-summary,,AIboy996/mkdocs-ai-summary,mkdocs-ai-summary,['plugin'],html-css,https://aiboy996.github.io/mkdocs-ai-summary/,4.0,4.0,,https://pypi.org/project/mkdocs-ai-summary,,,,3,True,3.0,,MIT,,,,,,,,,,,,,,,,,
150,mkdocs-coverage,,coverage,,pawamoy/mkdocs-coverage,mkdocs-coverage,['plugin'],integrations,{},371.0,371.0,2.0,https://pypi.org/project/mkdocs-coverage,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
151,ezlinks,,ezlinks,,orbikm/mkdocs-ezlinks-plugin,mkdocs-ezlinks-plugin,['plugin'],links-refs,{},181.0,181.0,,https://pypi.org/project/mkdocs-ezlinks-plugin,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
152,tooltipster-links,,tooltipster-links,,zachhannum/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,{},31.0,31.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,109.0,109.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
153,mkdocs-site-urls,,site-urls,,OctoPrint/mkdocs-site-urls,mkdocs-site-urls,['plugin'],links-refs,{},,,2.0,https://pypi.org/project/mkdocs-site-urls,16120.0,16120.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
154,markdown-callouts,,,,oprypin/markdown-callouts,markdown-callouts,['markdown'],markdown,{},770.0,770.0,2.0,https://pypi.org/project/markdown-callouts,,,,3,True,2.0,"['callouts', 'github-callouts']",,,,,,,,,,,,,,,,,,
155,YAML metadata,,,,sivakov512/python-markdown-full-yaml-metadata,markdown-full-yaml-metadata,['markdown'],markdown,{},97.0,97.0,7.0,https://pypi.org/project/markdown-full-yaml-metadata,,,,3,True,2.0,full_yaml_metadata,,,,,,,,,,,,,,,,,,
156,HEARTBEATS Flavored Markdown,,,,heartbeatsjp/markdown-extension-hbfm,hbfm,['markdown'],markdown,{},10.0,10.0,2.0,https://pypi.org/project/hbfm,360.0,360.0,,3,True,2.0,"['hbfm.inline_coloring', 'hbfm.inline_list', 'hbfm.number_headers', 'hbfm.quote_uri_hash']",,,,,,,,,,,,,,,,,,
157,KBD Extension,,,,RickTalken/kbdextension,kbdextension,['markdown'],markdown,{},12.0,12.0,,https://pypi.org/project/kbdextension,116.0,116.0,,3,True,2.0,kbdextension,,,,,,,,,,,,,,,,,,
158,caption,,,,flywire/caption,,['markdown'],markdown,{},72.0,72.0,4.0,,,,,3,True,2.0,"['caption', 'image_captions', 'table_captions']",,,,,,,,,,,,,,,,,,
159,mkdocs-nav-enhancements,,mkdocs-nav-enhancements,,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,{},,,,https://pypi.org/project/mkdocs-nav-enhancements,5603.0,5603.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
160,mkdocs-nav-weight,,mkdocs-nav-weight,,shu307/mkdocs-nav-weight,mkdocs-nav-weight,['plugin'],nav-pages,{},137.0,137.0,4.0,https://pypi.org/project/mkdocs-nav-weight,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
161,mkdocs-exporter,,exporter,,adrienbrignon/mkdocs-exporter,mkdocs-exporter,['plugin'],site-conversion,{},51.0,51.0,4.0,https://pypi.org/project/mkdocs-exporter,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
162,mkdocs-auto-refresh-build-pages,,auto-refresh-build-pages,,JakubAndrysek/mkdocs-auto-refresh-build-pages,mkdocs-auto-refresh-build-pages,['plugin'],site-management,{},7.0,7.0,,https://pypi.org/project/mkdocs-auto-refresh-build-pages,463.0,463.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
163,MkHack3rs,,,,,,['project'],charts,https://eskool.gitlab.io/mkhack3rs/,,,,,,,Hacks & Integrations for Mkdocs / Material Theme.,2,True,3.0,,,,eskool/mkhack3rs,https://gitlab.com/eskool/mkhack3rs,2021-05-01 11:44:57,1.0,,,4.0,0.0,2021-05-01 11:44:57.000000,,,,,,,
164,Windmill Dark,windmill-dark,,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,{},,,4.0,https://pypi.org/project/mkdocs-windmill-dark,632.0,632.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
165,Ivory,ivory,,,daizutabi/mkdocs-ivory,mkdocs-ivory,['theme'],theming,{},,,2.0,https://pypi.org/project/mkdocs-ivory,2292.0,2292.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
166,SWAN,swan,,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],theming,{},12.0,12.0,5.0,https://pypi.org/project/mkdocs-swan,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
167,Moonstone,moonstone,,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,{},18.0,18.0,,https://pypi.org/project/mkdocs-moonstone,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
168,Risonia,risonia,"['risonia/color-theme', 'risonia/w3css-classes']",,unverbuggt/mkdocs-risonia-theme,mkdocs-risonia-theme,['theme'],theming,{},4.0,4.0,,https://pypi.org/project/mkdocs-risonia-theme,95.0,95.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
169,Torillic,torillic,,,TEParsons/torillic,mkdocs-torillic,['theme'],theming,{},,,4.0,https://pypi.org/project/mkdocs-torillic,608.0,608.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
170,Landing,landing,,,TEParsons/mkdocs-landing,mkdocs-landing,['theme'],theming,{},8.0,8.0,4.0,https://pypi.org/project/mkdocs-landing,116.0,116.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
171,automacdoc,,,,AlexandreKempf/automacdoc,automacdoc,[],api-docs,{},,,6.0,https://pypi.org/project/automacdoc,649.0,649.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
172,mkdocs-typer2,,mkdocs-typer2,,syn54x/mkdocs-typer2,mkdocs-typer2,['plugin'],api-docs,{},53.0,53.0,2.0,https://pypi.org/project/mkdocs-typer2,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
173,mkdocstrings-matlab,,,,watermarkhu/mkdocstrings-matlab,mkdocstrings-matlab,,api-docs,{},2.0,2.0,5.0,https://pypi.org/project/mkdocstrings-matlab,462.0,462.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
174,mkdocs-pipeline-visualizer,,pipeline-visualizer,,obegron/mkdocs-pipeline-visualizer,mkdocs-pipeline-visualizer,['plugin'],api-docs,{},3.0,3.0,4.0,https://pypi.org/project/mkdocs-pipeline-visualizer,66.0,66.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
175,ansible-document,,,,,ansible-mkdocs,[],api-docs,https://pypi.org/project/ansible-mkdocs/,,,,https://pypi.org/project/ansible-mkdocs,29.0,29.0,Auto-generate ansible role documentation.,2,True,3.0,,,,,,,,,,,,,,,,,,,
176,mkdocs-apidescribed-plugin,,apidescribed,,idlesign/mkdocs-apidescribed-plugin,mkdocs-apidescribed-plugin,['plugin'],api-docs,{},,,,https://pypi.org/project/mkdocs-apidescribed-plugin,167.0,167.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
177,markdownwavedrom,,markdownwavedrom,,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,{},16.0,16.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
178,MkDocs Img2Fig Plugin,,img2fig,,stuebersystems/mkdocs-img2fig-plugin,mkdocs-img2fig-plugin,['plugin'],charts,{},,,2.0,https://pypi.org/project/mkdocs-img2fig-plugin,2627.0,2627.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
179,Termage,,termage,,bczsalba/Termage,Termage,['plugin'],charts,{},3.0,3.0,,https://pypi.org/project/Termage,65.0,65.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
180,import-statement,,import-statement,,Rj40x40/mkdocs-import-statement-plugin,mkdocs-import-statement-plugin,['plugin'],charts,{},4.0,4.0,,https://pypi.org/project/mkdocs-import-statement-plugin,120.0,120.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
181,mkdocs-d2-plugin,,d2,,landmaj/mkdocs-d2-plugin,mkdocs-d2-plugin,['plugin'],charts,{},38.0,38.0,4.0,https://pypi.org/project/mkdocs-d2-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
182,pico-8,,pico-8,,fmaida/pico8-mkdocs-plugin,pico8-mkdocs-plugin,['plugin'],charts,{},3.0,3.0,,https://pypi.org/project/pico8-mkdocs-plugin,85.0,85.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
183,badges,,badges,,six-two/mkdocs-badges,mkdocs-badges,['plugin'],charts,{},,,2.0,https://pypi.org/project/mkdocs-badges,2406.0,2406.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
184,mkdocs-matplotlib,,mkdocs_matplotlib,,AnH0ang/mkdocs-matplotlib,mkdocs-matplotlib,['plugin'],charts,{},,,2.0,https://pypi.org/project/mkdocs-matplotlib,2542.0,2542.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
185,nbconvert,,nbconvert,,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,{},11.0,11.0,5.0,https://pypi.org/project/mkdocs-nbconvert,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
186,codeyaml,,codeyaml,,textileio/mkdocs-codeyaml-plugin,mkdocs-codeyaml-plugin,['plugin'],code-exec-templating,{},2.0,2.0,,https://pypi.org/project/mkdocs-codeyaml-plugin,,,,2,True,3.0,,MIT,,,,,,,,,,,,,,,,,
187,mkjsfiddle,,jsfiddle,,stadiamaps/mkjsfiddle,mkjsfiddle,['plugin'],code-exec-templating,{},3.0,3.0,,https://pypi.org/project/mkjsfiddle,60.0,60.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
188,Entangled,,entangled,,entangled/mkdocs-plugin,mkdocs-entangled-plugin,['plugin'],code-exec-templating,{},14.0,14.0,,https://pypi.org/project/mkdocs-entangled-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
189,git-latest-release,,git-latest-release,,agarthetiger/mkdocs_latest_release_plugin,mkdocs-latest-release-plugin,['plugin'],git-info,{},,,3.0,https://pypi.org/project/mkdocs-latest-release-plugin,512.0,512.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
190,mkdocs-link-embeds,,link-embeds,,Aetherinox/mkdocs-link-embeds,mkdocs-link-embeds-plugin,['plugin'],html-css,{},11.0,11.0,,https://pypi.org/project/mkdocs-link-embeds-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
191,Mkdocs translations plugin,,translations,,,mkdocs-translations,['plugin'],i18n-l10n,https://pypi.org/project/mkdocs-translations/,,,,https://pypi.org/project/mkdocs-translations,64.0,64.0,Internationalization plugin for mkdocs.,2,True,3.0,,,,,,,,,,,,,,,,,,,
192,MkDocs Backend for Foliant,,,,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,[],integrations,{},35.0,35.0,5.0,https://pypi.org/project/foliantcontrib.mkdocs,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
193,MkDocs Dependency License Information,,mkdocs_licenseinfo,,djpugh/mkdocs_licenseinfo,mkdocs-licenseinfo,['plugin'],integrations,{},,,2.0,https://pypi.org/project/mkdocs-licenseinfo,2184.0,2184.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
