,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,homepage,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,description,projectrank,show,projectrank_placing,markdown_extension,license,trending,gitlab_id,gitlab_url,created_at,fork_count,open_issue_count,closed_issue_count,star_count,release_count,updated_at,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,pypi,bitbucket_id
194,mkdocs-apidescribed-plugin,,apidescribed,,idlesign/mkdocs-apidescribed-plugin,mkdocs-apidescribed-plugin,['plugin'],api-docs,{},,,,https://pypi.org/project/mkdocs-apidescribed-plugin,181.0,181.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
195,MkDocs Img2Fig Plugin,,img2fig,,stuebersystems/mkdocs-img2fig-plugin,mkdocs-img2fig-plugin,['plugin'],charts,{},,,2.0,https://pypi.org/project/mkdocs-img2fig-plugin,2112.0,2112.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
196,markdown-figcap,,,,funk1d/markdown-figcap,markdown-figcap,['markdown'],charts,{},7.0,7.0,,https://pypi.org/project/markdown-figcap,67.0,67.0,,2,True,3.0,markdown_figcap,,,,,,,,,,,,,,,,,,
197,Termage,,termage,,bczsalba/Termage,Termage,['plugin'],charts,{},3.0,3.0,,https://pypi.org/project/Termage,64.0,64.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
198,import-statement,,import-statement,,Rj40x40/mkdocs-import-statement-plugin,mkdocs-import-statement-plugin,['plugin'],charts,{},4.0,4.0,,https://pypi.org/project/mkdocs-import-statement-plugin,132.0,132.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
199,inline-svg,,inline-svg,,rajguru7/mkdocs-plugin-inline-svg-mod,mkdocs-plugin-inline-svg-mod,['plugin'],charts,{},7.0,7.0,5.0,https://pypi.org/project/mkdocs-plugin-inline-svg-mod,140.0,140.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
200,pico-8,,pico-8,,fmaida/pico8-mkdocs-plugin,pico8-mkdocs-plugin,['plugin'],charts,{},3.0,3.0,,https://pypi.org/project/pico8-mkdocs-plugin,56.0,56.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
201,badges,,badges,,six-two/mkdocs-badges,mkdocs-badges,['plugin'],charts,{},,,2.0,https://pypi.org/project/mkdocs-badges,2574.0,2574.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
202,pheasant,,pheasant,,daizutabi/pheasant,pheasant,['plugin'],code-exec-templating,{},,,4.0,https://pypi.org/project/pheasant,491.0,491.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
203,mkjsfiddle,,jsfiddle,,stadiamaps/mkjsfiddle,mkjsfiddle,['plugin'],code-exec-templating,{},3.0,3.0,,https://pypi.org/project/mkjsfiddle,46.0,46.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
204,meta-manager,,meta-manager,,timmeinerzhagen/mkdocs-meta-manager,mkdocs-meta-manager,['plugin'],code-exec-templating,{},22.0,22.0,3.0,https://pypi.org/project/mkdocs-meta-manager,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
205,placeholder,,placeholder,,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],code-exec-templating,{},20.0,20.0,3.0,https://pypi.org/project/mkdocs-placeholder-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
206,recently-updated,,recently-updated,,jaywhj/mkdocs-recently-updated-docs,mkdocs-recently-updated-docs,['plugin'],git-info,{},,,,https://pypi.org/project/mkdocs-recently-updated-docs,665.0,665.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
207,git-latest-release,,git-latest-release,,agarthetiger/mkdocs_latest_release_plugin,mkdocs-latest-release-plugin,['plugin'],git-info,{},,,3.0,https://pypi.org/project/mkdocs-latest-release-plugin,378.0,378.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
208,MkDocs Dependency License Information,,mkdocs_licenseinfo,,djpugh/mkdocs_licenseinfo,mkdocs-licenseinfo,['plugin'],integrations,{},,,2.0,https://pypi.org/project/mkdocs-licenseinfo,2319.0,2319.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
209,Mkdocs-Addresses,,mkdocs-addresses,,,mkdocs-addresses,['plugin'],links-refs,https://gitlab.com/frederic-zinelli/mkdocs-addresses,,,,https://pypi.org/project/mkdocs-addresses,,,"Mkdocs plugin, building automatically the appropriate relative paths (to images, links, anchors, ...) using..",2,True,3.0,,,,frederic-zinelli/mkdocs-addresses,https://gitlab.com/frederic-zinelli/mkdocs-addresses,2023-07-13 16:32:15,0.0,1.0,,,0.0,2023-07-13 16:32:15.000000,,,,,,,
210,tooltipster-links,,tooltipster-links,,zachhannum/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,{},31.0,31.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
211,mkdocs-alias-plugin,,alias,,eddyluten/mkdocs-alias-plugin,mkdocs-alias-plugin,['plugin'],links-refs,{},40.0,40.0,6.0,https://pypi.org/project/mkdocs-alias-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
212,MarkdownSubscript,,,,jambonrose/markdown_subscript_extension,MarkdownSubscript,['markdown'],markdown,{},59.0,59.0,2.0,https://pypi.org/project/MarkdownSubscript,,,,2,True,3.0,subscript,,,,,,,,,,,,,,,,,,
213,KBD Extension,,,,RickTalken/kbdextension,kbdextension,['markdown'],markdown,{},12.0,12.0,,https://pypi.org/project/kbdextension,,,,2,True,3.0,kbdextension,,,,,,,,,,,,,,,,,,
214,Markdown Checklist,,,,FND/markdown-checklist,markdown-checklist,['markdown'],markdown,{},,,2.0,https://pypi.org/project/markdown-checklist,3834.0,3834.0,,2,True,3.0,markdown_checklist.extension,,,,,,,,,,,,,,,,,,
215,select-files,,select-files,,supcik/mkdocs-select-files,mkdocs-select-files,['plugin'],nav-pages,{},9.0,9.0,,https://pypi.org/project/mkdocs-select-files,44.0,44.0,Filter pages for assignments.,2,True,3.0,,,,,,,,,,,,,,,,,,,
216,schema-reader,,schema_reader,,magicaljellybeans/mkdocs_schema_reader,mkdocs-schema-reader,['plugin'],nav-pages,{},,,3.0,https://pypi.org/project/mkdocs-schema-reader,,,,2,True,3.0,,MIT,,,,,,,,,,,,,,,,,
217,mkdocs-categories-plugin,,categories,,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],nav-pages,{},24.0,24.0,,https://pypi.org/project/mkdocs-categories-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
218,SWAN Gallery,,swangallery,,swan-cern/mkdocs-swangallery,mkdocs-swangallery,['plugin'],nav-pages,{},3.0,3.0,3.0,https://pypi.org/project/mkdocs-swangallery,61.0,61.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
219,vim-md-tags,,vim-md-tags,,zachhannum/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],nav-pages,{},12.0,12.0,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
220,mkdocs-navsorted-plugin,,navsorted,,idlesign/mkdocs-navsorted-plugin,mkdocs-navsorted-plugin,['plugin'],nav-pages,{},,,,https://pypi.org/project/mkdocs-navsorted-plugin,181.0,181.0,mkdocs plugin to get nav sorted without yml directives.,2,True,3.0,,,,,,,,,,,,,,,,,,,
221,MkDocs-Test,,test,,fralau/mkdocs-test,,['plugin'],quality,{},,,3.0,,,,,2,True,3.0,,MIT,,,,,,,,,,,,,,,,mkdocs-test,
222,tags,,tags,,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],search-toc,{},,,3.0,https://pypi.org/project/mkdocs-plugin-tags,859.0,859.0,Processes tags in yaml metadata.,2,True,3.0,,,,,,,,,,,,,,,,,,,
223,mk2pdf-export,,mk2pdf-export,,HaoLiuHust/mkdocs-mk2pdf-plugin,mkdocs-mk2pdf-plugin,['plugin'],site-conversion,{},3.0,3.0,4.0,https://pypi.org/project/mkdocs-mk2pdf-plugin,25.0,25.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
224,progress,,progress,,rdilweb/mkdocs-plugin-progress,,['plugin'],site-management,{},42.0,42.0,4.0,,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
225,mkdocs-yamp,,yamp,,boozallen/mkdocs-yamp-plugin,mkdocs-yamp,['plugin'],site-management,{},7.0,7.0,2.0,https://pypi.org/project/mkdocs-yamp,154.0,154.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
226,mkdocs-exclude-tagged-files,,mkdocs_exclude_tagged_files,,JonasDoesThings/mkdocs-exclude-tagged-files,mkdocs-exclude-tagged-files,['plugin'],site-management,{},4.0,4.0,2.0,https://pypi.org/project/mkdocs-exclude-tagged-files,192.0,192.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
227,snippet,,snippet,,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],snippets-include,{},23.0,23.0,4.0,https://pypi.org/project/mkdocs-snippet-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
228,git snippet,,gitsnippet,,SamazoOo/mkdocs-gitsnippet-plugin,mkdocs-gitsnippet-plugin,['plugin'],snippets-include,{},14.0,14.0,4.0,https://pypi.org/project/mkdocs-gitsnippet-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
229,mkdocs-theme-topdf,topdf,,,kuri65536/mkdocs-theme-topdf,mkdocs-theme-topdf,['theme'],theming,{},4.0,4.0,,https://pypi.org/project/mkdocs-theme-topdf,,,,1,True,3.0,,,,,,,,,,,,,,,,,,,
230,mkdocs-yaarg-plugin,,yaarg,,g6123/mkdocs-yaarg-plugin,mkdocs-yaarg-plugin,['plugin'],api-docs,{},2.0,2.0,,https://pypi.org/project/mkdocs-yaarg-plugin,38.0,38.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,
231,mkdocstrings-python,,,,mkdocstrings/python,mkdocstrings-python,,api-docs,{},,,31.0,https://pypi.org/project/mkdocstrings-python,,,,1,True,3.0,,,,,,,,,,,,,,,,,,,
232,mkdocs-pipeline-visualizer,,pipeline-visualizer,,obegron/mkdocs-pipeline-visualizer,mkdocs-pipeline-visualizer,['plugin'],api-docs,{},3.0,3.0,4.0,https://pypi.org/project/mkdocs-pipeline-visualizer,,,,1,True,3.0,,,,,,,,,,,,,,,,,,,
233,mkdocs-azure-pipelines,,mkdocs-azure-pipelines,,Wesztman/mkdocs-azure-pipelines,mkdocs-azure-pipelines,['plugin'],api-docs,{},2.0,2.0,3.0,https://pypi.org/project/mkdocs-azure-pipelines,35.0,35.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,
234,docutools,,"['lcd-find-pages', 'lcd-custom-dir', 'lcd-blacklist', 'lcd-lp', 'lcd-md-replace', 'lcd-page-tree', 'lcd-stats']",,axiros/docutools,docutools,['plugin'],charts,{},,,5.0,https://pypi.org/project/docutools,142.0,142.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,
235,Markdown aafigure,,,,mbarkhau/markdown-aafigure,markdown-aafigure,['markdown'],charts,{},,,2.0,https://pypi.org/project/markdown-aafigure,173.0,173.0,,1,True,3.0,markdown_aafigure,,,,,,,,,,,,,,,,,,
236,image-formatter-plugin,,image-formatter,,ASypula/mkdocs-image-formatter-plugin,mkdocs-image-formatter-plugin,['plugin'],charts,{},2.0,2.0,7.0,https://pypi.org/project/mkdocs-image-formatter-plugin,35.0,35.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,
237,thumbnails,,thumbnails,,normanlorrain/mkdocs-thumbnails,mkdocs-thumbnails,['plugin'],charts,{},,,,https://pypi.org/project/mkdocs-thumbnails,78.0,78.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,
238,mkdocs-git-latest-changes-plugin,,git-latest-changes,,tombreit/mkdocs-git-latest-changes-plugin,mkdocs-git-latest-changes-plugin,['plugin'],git-info,{},8.0,8.0,4.0,https://pypi.org/project/mkdocs-git-latest-changes-plugin,,,,1,True,3.0,,,,,,,,,,,,,,,,,,,
239,mkdocs_safe_text,,mkdocs_safe_text,,raimon49/mkdocs-safe-text-plugin,mkdocs-safe-text-plugin,['plugin'],html-css,{},10.0,10.0,2.0,https://pypi.org/project/mkdocs-safe-text-plugin,,,,1,True,3.0,,,,,,,,,,,,,,,,,,,
240,mk-append-to-head,,mk-append-to-head,,marcelaodev/mk-append-to-head,mk-append-to-head,['plugin'],html-css,{},,,,https://pypi.org/project/mk-append-to-head,30.0,30.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,
241,mkdocs-mdpo,,mdpo,,mondeja/mkdocs-mdpo-plugin,mkdocs-mdpo-plugin,['plugin'],i18n-l10n,{},,,4.0,https://pypi.org/project/mkdocs-mdpo-plugin,137.0,137.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,
242,Mkdocs translations plugin,,translations,,,mkdocs-translations,['plugin'],i18n-l10n,https://pypi.org/project/mkdocs-translations/,,,,https://pypi.org/project/mkdocs-translations,,,Internationalization plugin for mkdocs.,1,True,3.0,,,,,,,,,,,,,,,,,,,
243,Vercel Password Protection,,vercel_pw,,six-two/mkdocs-vercel-pw-plugin,mkdocs-vercel-pw-plugin,['plugin'],integrations,{},,,,https://pypi.org/project/mkdocs-vercel-pw-plugin,36.0,36.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,
244,unused-files,,unused_files,,wilhelmer/mkdocs-unused-files,mkdocs-unused-files,['plugin'],links-refs,{},40.0,40.0,2.0,https://pypi.org/project/mkdocs-unused-files,,,,1,True,3.0,,,,,,,,,,,,,,,,,,,
245,Tweetable quotes,,,,max-arnold/markdown-tweetable,markdown-tweetable,['markdown'],markdown,{},5.0,5.0,,https://pypi.org/project/markdown-tweetable,,,,1,True,3.0,tweetable.extension,,,,,,,,,,,,,,,,,,
246,Django Static Image,,,,,markdown-djangostaticimage,['markdown'],markdown,https://pypi.org/project/markdown-djangostaticimage/,,,,https://pypi.org/project/markdown-djangostaticimage,24.0,24.0,,1,True,3.0,django_static_image,,1.0,,,,,,,,,,,,,,,,melvinkcx/markdown-extension-django-static-image
247,markdown-icons,,,,MadLittleMods/markdown-icons,markdown-iconfonts,['markdown'],markdown,{},,,4.0,https://pypi.org/project/markdown-iconfonts,137.0,137.0,,1,True,3.0,iconfonts,,,,,,,,,,,,,,,,,,
248,Semantic WikiLinks Extension,,,,aleray/mdx_semanticwikilinks,mdx-semanticwikilinks,['markdown'],markdown,{},,,,https://pypi.org/project/mdx-semanticwikilinks,30.0,30.0,,1,True,3.0,mdx_semanticwikilinks,,,,,,,,,,,,,,,,,,
249,Cite Extension,,,,aleray/mdx_cite,mdx-cite,['markdown'],markdown,{},,,,https://pypi.org/project/mdx-cite,23.0,23.0,,1,True,3.0,mdx_cite,,,,,,,,,,,,,,,,,,
250,pagenav-generator,,pagenav-generator,,Andre601/mkdocs-pagenav-generator,,['plugin'],nav-pages,{},,,2.0,,,,,1,True,3.0,,MIT,,,,,,,,,,,,,,,,,
251,MkRefs,,mkrefs,,DerwenAI/mkrefs,mkrefs,['plugin'],nav-pages,{},5.0,5.0,2.0,https://pypi.org/project/mkrefs,114.0,114.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,
252,MkDocs Remove Sections Plugin,,remove_sections,,six-two/mkdocs-remove-sections-plugin,mkdocs-remove-sections-plugin,['plugin'],nav-pages,{},,,,https://pypi.org/project/mkdocs-remove-sections-plugin,42.0,42.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,
253,authors,,authors,,thomaszwagerman/mkdocs-authors-plugin,mkdocs-authors-plugin,['plugin'],nav-pages,{},,,,https://pypi.org/project/mkdocs-authors-plugin,36.0,36.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,
254,helm,,helm-repo,,M00nF1sh/mkdocs-helm,mkdocs-helm,['plugin'],site-conversion,{},,,,https://pypi.org/project/mkdocs-helm,58.0,58.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,
255,mkdocs-autozip,,autozip,,martinohanlon/mkdocs_autozip,mkdocs-autozip,['plugin'],site-conversion,{},,,,https://pypi.org/project/mkdocs-autozip,95.0,95.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,
256,mkdocs-zip-folders,,zip_folders,,JakubAndrysek/mkdocs-zip-folders,mkdocs-zip-folders,['plugin'],site-conversion,{},,,2.0,https://pypi.org/project/mkdocs-zip-folders,221.0,221.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,
257,multiple,,multiple,,experimaestro/mkdocs-multiple,mkdocs-multiple,['plugin'],site-management,{},,,2.0,https://pypi.org/project/mkdocs-multiple,467.0,467.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,
258,mkdocs-new-features-notifier,,mkdocs-new-features-notifier,,kevin-411/mkdocs-new-features-notifier,mkdocs-new-features-notifier,['plugin'],site-management,{},,,2.0,https://pypi.org/project/mkdocs-new-features-notifier,939.0,939.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,
259,octadocs-adr,,octadocs_adr,,octadocs/octadocs-adr,octadocs-adr,['plugin'],site-management,{},,,,https://pypi.org/project/octadocs-adr,34.0,34.0,,1,True,3.0,,,,,,,,,,,,,,,,,,,
260,mkdocs-auto-refresh-build-pages,,auto-refresh-build-pages,,JakubAndrysek/mkdocs-auto-refresh-build-pages,mkdocs-auto-refresh-build-pages,['plugin'],site-management,{},7.0,7.0,,https://pypi.org/project/mkdocs-auto-refresh-build-pages,,,,1,True,3.0,,,,,,,,,,,,,,,,,,,
261,Windmill Dark,windmill-dark,,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,{},,,4.0,https://pypi.org/project/mkdocs-windmill-dark,,,,0,True,,,,,,,,,,,,,,,,,,,,
262,docSkimmer,docskimmer,,,hfagerlund/mkdocs-docskimmer,,['theme'],theming,{},,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,
263,doxygen,,doxygen,,pieterdavid/mkdocs-doxygen-plugin,,['plugin'],api-docs,{},,,3.0,,,,,0,True,,,,,,,,,,,,,,,,,,,,
264,mktheapidocs,,mktheapidocs,,greenape/mktheapidocs,mktheapidocs,['plugin'],api-docs,{},,,6.0,https://pypi.org/project/mktheapidocs,,,,0,True,,,,,,,,,,,,,,,,,,,,
265,mkdocs-typer,,,,bruce-szalwinski/mkdocs-typer,mkdocs-typer,['markdown'],api-docs,{},,,,https://pypi.org/project/mkdocs-typer,,,,0,True,,mkdocs-typer,,,,,,,,,,,,,,,,,,
266,blog,,blog,,andyoakley/mkdocs-blog,,['plugin'],blogging,{},,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,
267,python-mkblog,,mkblog,,derJD/python-mkblog,mkblog,['plugin'],blogging,{},,,2.0,https://pypi.org/project/mkblog,61.0,61.0,,0,True,,,,,,,,,,,,,,,,,,,,
268,sequence-js,,sequence-js,,fcannizzaro/mkdocs-sequence-js-plugin,,['plugin'],charts,{},,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,
269,Family tree example,,,,unverbuggt/mkdocs-familytree-example,,[],charts,{},,,6.0,,,,,0,True,,,,,,,,,,,,,,,,,,,,
270,mkdocs-bpmn-js,,bpmn-js,,madebyherzblut/mkdocs-bpmn-js,mkdocs-bpmn-js,['plugin'],charts,{},1.0,1.0,,https://pypi.org/project/mkdocs-bpmn-js,,,,0,True,,,,,,,,,,,,,,,,,,,,
271,jinja2sandbox,,jinja2sandbox,,rkoe/mkdocs-jinja2sandbox,,['plugin'],code-exec-templating,{},,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,
272,mkdocs-markmap,,markmap,,markmap/mkdocs-markmap,mkdocs-markmap,['plugin'],code-exec-templating,{},,,3.0,https://pypi.org/project/mkdocs-markmap,,,,0,True,,,,,,,,,,,,,,,,,,,,
273,mkdocs-jupyterlite,,jupyterlite,,NickCrews/mkdocs-jupyterlite,mkdocs-jupyterlite,['plugin'],code-exec-templating,{},,,3.0,https://pypi.org/project/mkdocs-jupyterlite,,,,0,True,,,,,,,,,,,,,,,,,,,,
274,docstyler,,docstyler,,hfagerlund/mkdocs-docstyler-plugin,,['plugin'],html-css,{},,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,
275,toggle-sidebar,,toggle-sidebar,,six-two/mkdocs-toggle-sidebar-plugin,mkdocs-toggle-sidebar-plugin,['plugin'],html-css,{},,,3.0,https://pypi.org/project/mkdocs-toggle-sidebar-plugin,,,,0,True,,,,,,,,,,,,,,,,,,,,
276,swagger,,swagger,,allevo/mkdocs-swagger-plugin,,['plugin'],integrations,{},,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,
277,factsheet,,factsheet,,inuits/mkdocs-factsheet,,['plugin'],integrations,{},,,4.0,,,,,0,True,,,,,,,,,,,,,,,,,,,,
278,mkdocs-mcp,,mcp,,ubaumann/mkdocs-mcp,mkdocs-mcp,['plugin'],integrations,{},,,,https://pypi.org/project/mkdocs-mcp,,,,0,True,,,,,,,,,,,,,,,,,,,,
279,ArgRef,,argref,,rhshadrach/mkdocs-argref-plugin,mkdocs-argref-plugin,['plugin'],links-refs,{},,,5.0,https://pypi.org/project/mkdocs-argref-plugin,,,,0,True,,,,,,,,,,,,,,,,,,,,
280,ezglossary,,ezglossary,,realtimeprojects/mkdocs-ezglossary,mkdocs-ezglossary-plugin,['plugin'],links-refs,{},,,6.0,https://pypi.org/project/mkdocs-ezglossary-plugin,,,,0,True,,,,,,,,,,,,,,,,,,,,
281,webcontext,,webcontext,,Darrelk/mkdocs-webcontext-plugin,mkdocs-webcontext-plugin,['plugin'],links-refs,{},6.0,6.0,2.0,https://pypi.org/project/mkdocs-webcontext-plugin,,,,0,True,,,,,,,,,,,,,,,,,,,,
282,emailprotect,,emailprotect,,rkoe/mkdocs-emailprotect,,['plugin'],links-refs,{},,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,
283,alternate-link,,alternate-link,,cmitu/mkdocs-altlink-plugin,,['plugin'],links-refs,{},,,3.0,,,,,0,True,,,,,,,,,,,,,,,,,,,,
284,mkdocs-issues-plugin,,mkdocs-issues-plugin,,mihaigalos/mkdocs-issues-plugin,mkdocs-issues-plugin,['plugin'],links-refs,{},1.0,1.0,3.0,https://pypi.org/project/mkdocs-issues-plugin,,,,0,True,,,,,,,,,,,,,,,,,,,,
285,Wikilink Plus,,,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],links-refs,{},,,5.0,https://pypi.org/project/mdx-wikilink-plus,,,,0,True,,mdx_wikilink_plus,,,,,,,,,,,,,,,,,,
286,Markdown Inline Graphviz,,,,cesaremorel/markdown-inline-graphviz,markdown-inline-graphviz-extension,['markdown'],markdown,{},,,9.0,https://pypi.org/project/markdown-inline-graphviz-extension,,,,0,True,,markdown_inline_graphviz,,,,,,,,,,,,,,,,,,
287,python-asciimathml,,,,ShadowKyogre/python-asciimathml,asciimathml,['markdown'],markdown,{},,,8.0,https://pypi.org/project/asciimathml,,,,0,True,,mdx_asciimathml,,,,,,,,,,,,,,,,,,
288,markdown_sub_sup,,,,alberic89/markdown_sub_sup,markdown-sub-sup,['markdown'],markdown,{},,,,https://pypi.org/project/markdown-sub-sup,,,,0,True,,markdown_sub_sup,,,,,,,,,,,,,,,,,,
289,Semantic Data Extension,,,,aleray/mdx_semanticdata,mdx-semanticdata,['markdown'],markdown,{},,,,https://pypi.org/project/mdx-semanticdata,,,,0,True,,mdx_semanticdata,,,,,,,,,,,,,,,,,,
290,awesome-list,,awesome-list,,carlosperate/mkdocs-awesome-list-plugin,,['plugin'],nav-pages,{},,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,
291,filename-title,,filename_title,,mipro98/mkdocs-filename-title-plugin,,['plugin'],nav-pages,{},,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,
292,mkdocs-pug,,,,vzhong/mkdocs_pug,mkdocs-pug,[],nav-pages,{},,,,https://pypi.org/project/mkdocs-pug,14.0,14.0,,0,True,,,,,,,,,,,,,,,,,,,,
293,mkdocs-codecheck,,,,byrnereese/codechecker-mkdocs,mkdocs-codecheck,[],quality,{},,,6.0,https://pypi.org/project/mkdocs-codecheck,18.0,18.0,"Traverses a directory tree looking for code samples, then attempts to validate each code sample found.",0,True,,,,,,,,,,,,,,,,,,,,
294,Link Checker,,,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],quality,{},,,5.0,https://pypi.org/project/mkdocs-linkcheck,,,,0,True,,,,,,,,,,,,,,,,,,,,
295,extract listings,,extract_listings,,six-two/mkdocs-extract-listings-plugin,mkdocs-extract-listings-plugin,['plugin'],search-toc,{},,,,https://pypi.org/project/mkdocs-extract-listings-plugin,,,,0,True,,,,,,,,,,,,,,,,,,,,
296,mkdocs-required-frontmatter-plugin,,required-frontmatter,,unmc-vcr/mkdocs-required-frontmatter-plugin,mkdocs-required-frontmatter-plugin,['plugin'],site-management,{},2.0,2.0,,https://pypi.org/project/mkdocs-required-frontmatter-plugin,,,,0,True,,,,,,,,,,,,,,,,,,,,
297,Mdx Include,,,,neurobin/mdx_include,mdx-include,['markdown'],snippets-include,{},,,3.0,https://pypi.org/project/mdx-include,,,,0,True,,mdx_include,,,,,,,,,,,,,,,,,,
298,mkdocs-rtl,,,,mberneti/mkdocs-rtl,,[],theming,{},,,2.0,,,,,-1,True,3.0,,,,,,,,,,,,,,,,,,,
299,mkdocs-typedoc,,typedoc,,JakubAndrysek/mkdocs-typedoc,mkdocs-typedoc,['plugin'],api-docs,{},,,2.0,https://pypi.org/project/mkdocs-typedoc,,,,-1,True,3.0,,,,,,,,,,,,,,,,,,,
300,mkdocs-matplotlib,,mkdocs_matplotlib,,AnH0ang/mkdocs-matplotlib,mkdocs-matplotlib,['plugin'],charts,{},,,2.0,https://pypi.org/project/mkdocs-matplotlib,,,,-1,True,3.0,,,,,,,,,,,,,,,,,,,
301,Github Releaase Changelog,,mkdocs_github_changelog,,djpugh/mkdocs_github_changelog,mkdocs-github-changelog,['plugin'],git-info,{},,,2.0,https://pypi.org/project/mkdocs-github-changelog,,,,-1,True,3.0,,,,,,,,,,,,,,,,,,,
302,MkDocs Backlinks Section Plugin,,backlinks_section,,six-two/mkdocs-backlinks-section-plugin,mkdocs-backlinks-section-plugin,['plugin'],links-refs,{},,,2.0,https://pypi.org/project/mkdocs-backlinks-section-plugin,,,,-1,True,3.0,,,,,,,,,,,,,,,,,,,
303,markdown-del-ins,,,,honzajavorek/markdown-del-ins,markdown-del-ins,['markdown'],markdown,{},,,2.0,https://pypi.org/project/markdown-del-ins,,,,-1,True,3.0,markdown_del_ins,,,,,,,,,,,,,,,,,,
304,mkdocs-note,,mkdocs-note,,virtualguard101/mkdocs-note,mkdocs-note,['plugin'],site-management,{},,,2.0,https://pypi.org/project/mkdocs-note,,,,-1,True,3.0,,,,,,,,,,,,,,,,,,,
