,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,homepage,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,description,projectrank,show,projectrank_placing,license,markdown_extension,trending,gitlab_id,gitlab_url,created_at,fork_count,open_issue_count,closed_issue_count,star_count,release_count,updated_at,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,pypi,bitbucket_id
92,MarkdownSubscript,,,,jambonrose/markdown_subscript_extension,MarkdownSubscript,['markdown'],markdown,{},59.0,59.0,2.0,https://pypi.org/project/MarkdownSubscript,345.0,345.0,,4,True,2.0,,subscript,,,,,,,,,,,,,,,,,
93,markdown-emdash,,,,czue/markdown-emdash,markdown-emdash,['markdown'],markdown,{},39.0,39.0,,https://pypi.org/project/markdown-emdash,220.0,220.0,,4,True,2.0,,mdx_emdash,,,,,,,,,,,,,,,,,
94,Markdown PyCon,,,,pawamoy/markdown-pycon,,['markdown'],markdown,{},11.0,11.0,,,,,,4,True,2.0,ISC,pycon,,,,,,,,,,,,,,,,,
95,toc-sidebar,,toc-sidebar,,zachhannum/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],nav-pages,{},54.0,54.0,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,394.0,394.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
96,mkdocs-title-casing-plugin,,title-casing,,mattchristopher314/mkdocs-title-casing-plugin,mkdocs-title-casing-plugin,['plugin'],nav-pages,{},11.0,11.0,,https://pypi.org/project/mkdocs-title-casing-plugin,552.0,552.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
97,mkdocs-live-edit-plugin,,live-edit,,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],nav-pages,{},18.0,18.0,6.0,https://pypi.org/project/mkdocs-live-edit-plugin,655.0,655.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
98,Link Checker,,,,byrnereese/linkchecker-mkdocs,mkdocs-linkcheck,[],quality,{},,,5.0,https://pypi.org/project/mkdocs-linkcheck,40608.0,40608.0,,4,True,1.0,,,,,,,,,,,,,,,,,,,
99,exclude-search,,exclude-search,,chrieke/mkdocs-exclude-search,mkdocs-exclude-search,['plugin'],search-toc,{},,,6.0,https://pypi.org/project/mkdocs-exclude-search,50918.0,50918.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
100,markdown-docs,,,,ldeluigi/markdown-docs,,['project'],site-management,{},111.0,111.0,6.0,,,,Generates documentation based on Markdown files and PlantUML syntax.,4,True,2.0,,,,,,,,,,,,2026-07-01 09:06:32.463778,,deloo/markdown-docs,https://hub.docker.com/r/deloo/markdown-docs,2026-07-01 09:06:32.463778,49434.0,,
101,mkdocs-multirepo-plugin,,multirepo,,jdoiro3/mkdocs-multirepo-plugin,mkdocs-multirepo-plugin,['plugin'],site-management,{},257.0,257.0,17.0,https://pypi.org/project/mkdocs-multirepo-plugin,,,,4,True,2.0,,,,,,,,,,,,,,,,,,,
102,same-dir,,same-dir,,oprypin/mkdocs-same-dir,mkdocs-same-dir,['plugin'],site-management,{},569.0,569.0,3.0,https://pypi.org/project/mkdocs-same-dir,,,,4,True,2.0,,,,,,,,,,,,,,,,,,,
103,codeinclude,,codeinclude,,rnorth/mkdocs-codeinclude-plugin,mkdocs-codeinclude-plugin,['plugin'],snippets-include,{},196.0,196.0,5.0,https://pypi.org/project/mkdocs-codeinclude-plugin,,,A plugin to include code snippets into mkdocs pages.,4,True,3.0,,,,,,,,,,,,,,,,,,,
104,snippet,,snippet,,mprivat/mkdocs-snippet-plugin,mkdocs-snippet-plugin,['plugin'],snippets-include,{},23.0,23.0,4.0,https://pypi.org/project/mkdocs-snippet-plugin,951.0,951.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
105,markdown-katex,,,,,markdown-katex,['markdown'],markdown,https://gitlab.com/mbarkhau/markdown-katex,,,,https://pypi.org/project/markdown-katex,,,KaTeX extension for Python Markdown.,3,True,3.0,,markdown_katex,,mbarkhau/markdown-katex,https://gitlab.com/mbarkhau/markdown-katex,2019-05-14 07:53:31,4.0,4.0,13.0,11.0,0.0,2019-05-14 07:53:31.000000,,,,,,,
106,MkDocs Graphviz,,,,,mkdocs-graphviz,['markdown'],charts,https://gitlab.com/rod2ik/mkdocs-graphviz,,,,https://pypi.org/project/mkdocs-graphviz,,,"A mkdocs Extension that automatically renders Graphviz images, in SVG or PNG format, within your markdown file.",3,True,2.0,,mkdocs_graphviz,,rod2ik/mkdocs-graphviz,https://gitlab.com/rod2ik/mkdocs-graphviz,2021-05-03 14:28:32,1.0,6.0,5.0,6.0,3.0,2021-05-03 14:28:32.000000,,,,,,,
107,Simple Blog,simple-blog,,,FernandoCelmer/mkdocs-simple-blog,mkdocs-simple-blog,['theme'],theming,{},97.0,97.0,5.0,https://pypi.org/project/mkdocs-simple-blog,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
108,Terminal for MkDocs,terminal,['terminal/md-to-html'],,ntno/mkdocs-terminal,mkdocs-terminal,['theme'],theming,{},166.0,166.0,4.0,https://pypi.org/project/mkdocs-terminal,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
109,Dracula,dracula,,,dracula/mkdocs,mkdocs-dracula-theme,['theme'],theming,{},155.0,155.0,5.0,https://pypi.org/project/mkdocs-dracula-theme,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
110,Lantana,lantana,,,WSOFT-Project/lantana,lantana,['theme'],theming,{},8.0,8.0,6.0,https://pypi.org/project/lantana,223.0,223.0,,3,True,2.0,,,,,,,,,,,,,,,,,,,
111,Shadcn,shadcn,"['shadcn/search', 'shadcn/excalidraw']",,asiffer/mkdocs-shadcn,mkdocs-shadcn,"['theme', 'plugin']",theming,{},90.0,90.0,6.0,https://pypi.org/project/mkdocs-shadcn,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
112,mktheapidocs,,mktheapidocs,,greenape/mktheapidocs,mktheapidocs,['plugin'],api-docs,{},,,6.0,https://pypi.org/project/mktheapidocs,1293.0,1293.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
113,mkdocstrings-vba,,,,mkdocstrings/vba,mkdocstrings-vba,,api-docs,{},3.0,3.0,3.0,https://pypi.org/project/mkdocstrings-vba,643.0,643.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
114,mkdocs-api-autonav,,api-autonav,,tlambert03/mkdocs-api-autonav,mkdocs-api-autonav,['plugin'],api-docs,{},289.0,289.0,2.0,https://pypi.org/project/mkdocs-api-autonav,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
115,newsletter,,mkdocs-newsletter,,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],blogging,{},81.0,81.0,3.0,https://pypi.org/project/mkdocs-newsletter,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
116,Publisher for MkDocs - blog,,pub-blog,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],blogging,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-publisher,,,"Blogging engine with support for categories, tags and archive.",3,True,3.0,,,,,,,,,,,,,,,,,,,
117,mkdocs_puml,,plantuml,,MikhailKravets/mkdocs_puml,mkdocs-puml,['plugin'],charts,{},81.0,81.0,10.0,https://pypi.org/project/mkdocs-puml,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
118,build-plantuml,,build_plantuml,,quantorconsulting/mkdocs_build_plantuml,mkdocs-build-plantuml-plugin,['plugin'],charts,{},147.0,147.0,14.0,https://pypi.org/project/mkdocs-build-plantuml-plugin,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
119,kroki,,kroki,,AVATEAM-IT-SYSTEMHAUS/mkdocs-kroki-plugin,mkdocs-kroki-plugin,['plugin'],charts,{},93.0,93.0,19.0,https://pypi.org/project/mkdocs-kroki-plugin,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
120,mkdocs-diagrams,,diagrams,,zoni/mkdocs-diagrams,mkdocs-diagrams,['plugin'],charts,{},86.0,86.0,,https://pypi.org/project/mkdocs-diagrams,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
121,Lightgallery,,,,g-provost/lightgallery-markdown,lightgallery,['markdown'],charts,{},109.0,109.0,6.0,https://pypi.org/project/lightgallery,,,,3,True,2.0,,lightgallery,,,,,,,,,,,,,,,,,
122,Markdown blockdiag,,,,gisce/markdown-blockdiag,markdown-blockdiag,['markdown'],charts,{},147.0,147.0,5.0,https://pypi.org/project/markdown-blockdiag,,,,3,True,2.0,,markdown_blockdiag,,,,,,,,,,,,,,,,,
123,markdown-captions,,,,Evidlo/markdown_captions,markdown-captions,['markdown'],charts,{},197.0,197.0,2.0,https://pypi.org/project/markdown-captions,,,,3,True,2.0,,markdown_captions,,,,,,,,,,,,,,,,,
124,inline-svg,,inline-svg,,rajguru7/mkdocs-plugin-inline-svg-mod,mkdocs-plugin-inline-svg-mod,['plugin'],charts,{},7.0,7.0,5.0,https://pypi.org/project/mkdocs-plugin-inline-svg-mod,441.0,441.0,,3,True,2.0,,,,,,,,,,,,,,,,,,,
125,svgbob extension for Python Markdown,,,,mbarkhau/markdown-svgbob,markdown-svgbob,['markdown'],charts,{},10.0,10.0,2.0,https://pypi.org/project/markdown-svgbob,448.0,448.0,,3,True,2.0,,markdown_svgbob,,,,,,,,,,,,,,,,,
126,mkdocs-bpmn-js,,bpmn-js,,madebyherzblut/mkdocs-bpmn-js,mkdocs-bpmn-js,['plugin'],charts,{},1.0,1.0,,https://pypi.org/project/mkdocs-bpmn-js,1760.0,1760.0,,3,True,2.0,,,,,,,,,,,,,,,,,,,
127,mkdocs-markmap,,markmap,,markmap/mkdocs-markmap,mkdocs-markmap,['plugin'],code-exec-templating,{},,,3.0,https://pypi.org/project/mkdocs-markmap,2354.0,2354.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
128,codeyaml,,codeyaml,,textileio/mkdocs-codeyaml-plugin,mkdocs-codeyaml-plugin,['plugin'],code-exec-templating,{},2.0,2.0,,https://pypi.org/project/mkdocs-codeyaml-plugin,75.0,75.0,,3,True,3.0,MIT,,,,,,,,,,,,,,,,,,
129,mkdocs-data-plugin,,data,,joapuiib/mkdocs-data-plugin,mkdocs-data-plugin,['plugin'],code-exec-templating,{},5.0,5.0,,https://pypi.org/project/mkdocs-data-plugin,,,,3,True,3.0,MIT,,,,,,,,,,,,,,,,,,
130,minify-html,,minify_html,,monosans/mkdocs-minify-html-plugin,mkdocs-minify-html-plugin,['plugin'],html-css,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-minify-html-plugin,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
131,mkdocs-extra-sass-plugin,,extra-sass,,orzih/mkdocs-extra-sass-plugin,mkdocs-extra-sass-plugin,['plugin'],html-css,{},94.0,94.0,,https://pypi.org/project/mkdocs-extra-sass-plugin,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
132,Publisher for MkDocs - social,,pub-social,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],html-css,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-publisher,,,Social media sharing helper.,3,True,3.0,,,,,,,,,,,,,,,,,,,
133,Publisher for MkDocs - minifier,,pub-minifier,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],html-css,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-publisher,,,"Size optimization (minification) for HTML, CSS, JS, SVG, PNG and JPEG files.",3,True,3.0,,,,,,,,,,,,,,,,,,,
134,MkDocs Pygments,,pygments,,pawamoy/mkdocs-pygments,,['plugin'],html-css,{},7.0,7.0,,,,,,3,True,3.0,ISC,,,,,,,,,,,,,,,,,,
135,Publisher for MkDocs - obsidian,,pub-obsidian,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],integrations,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-publisher,,,"Obsidian.md integration including with support for wiki links, callouts, backlinks etc.",3,True,3.0,,,,,,,,,,,,,,,,,,,
136,link-marker,,link-marker,,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],links-refs,{},53.0,53.0,3.0,https://pypi.org/project/mkdocs-link-marker,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
137,markdown-callouts,,,,oprypin/markdown-callouts,markdown-callouts,['markdown'],markdown,{},738.0,738.0,2.0,https://pypi.org/project/markdown-callouts,,,,3,True,3.0,,"['callouts', 'github-callouts']",,,,,,,,,,,,,,,,,
138,Tweetable quotes,,,,max-arnold/markdown-tweetable,markdown-tweetable,['markdown'],markdown,{},5.0,5.0,,https://pypi.org/project/markdown-tweetable,169.0,169.0,,3,True,3.0,,tweetable.extension,,,,,,,,,,,,,,,,,
139,caption,,,,flywire/caption,,['markdown'],markdown,{},72.0,72.0,4.0,,,,,3,True,3.0,,"['caption', 'image_captions', 'table_captions']",,,,,,,,,,,,,,,,,
140,mkdocs-nav-enhancements,,mkdocs-nav-enhancements,,Rylon/mkdocs-nav-enhancements,mkdocs-nav-enhancements,['plugin'],nav-pages,{},,,,https://pypi.org/project/mkdocs-nav-enhancements,5796.0,5796.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
141,mkdocs-nav-weight,,mkdocs-nav-weight,,shu307/mkdocs-nav-weight,mkdocs-nav-weight,['plugin'],nav-pages,{},134.0,134.0,4.0,https://pypi.org/project/mkdocs-nav-weight,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
142,Publisher for MkDocs - meta,,pub-meta,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],nav-pages,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-publisher,,,Automatic navigation based on files metadata with URL name and publication status control.,3,True,3.0,,,,,,,,,,,,,,,,,,,
143,mkdocs-spellcheck,,spellcheck,,pawamoy/mkdocs-spellcheck,mkdocs-spellcheck,['plugin'],quality,{},88.0,88.0,7.0,https://pypi.org/project/mkdocs-spellcheck,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
144,extract listings,,extract_listings,,six-two/mkdocs-extract-listings-plugin,mkdocs-extract-listings-plugin,['plugin'],search-toc,{},,,,https://pypi.org/project/mkdocs-extract-listings-plugin,1233.0,1233.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
145,mkpdfs,,mkpdfs,,comwes/mkpdfs-mkdocs-plugin,mkpdfs-mkdocs,['plugin'],site-conversion,{},66.0,66.0,9.0,https://pypi.org/project/mkpdfs-mkdocs,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
146,mkdocs-pandoc,,,,jgrassler/mkdocs-pandoc,mkdocs-pandoc,[],site-conversion,{},78.0,78.0,4.0,https://pypi.org/project/mkdocs-pandoc,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
147,mkdocs-exporter,,exporter,,adrienbrignon/mkdocs-exporter,mkdocs-exporter,['plugin'],site-conversion,{},51.0,51.0,4.0,https://pypi.org/project/mkdocs-exporter,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
148,simple,,simple,,athackst/mkdocs-simple-plugin,mkdocs-simple-plugin,['plugin'],site-management,{},63.0,63.0,8.0,https://pypi.org/project/mkdocs-simple-plugin,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
149,mkdocs-versioning,,mkdocs-versioning,,zayd62/mkdocs-versioning,mkdocs-versioning,['plugin'],site-management,{},179.0,179.0,5.0,https://pypi.org/project/mkdocs-versioning,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
150,Publisher for MkDocs - debugger,,pub-debugger,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],site-management,{},101.0,101.0,4.0,https://pypi.org/project/mkdocs-publisher,,,Advanced console and file logger from build and serve process.,3,True,3.0,,,,,,,,,,,,,,,,,,,
151,markdown-version-annotations,,,,glennmatthews/markdown-version-annotations,markdown-version-annotations,['markdown'],snippets-include,{},104.0,104.0,,https://pypi.org/project/markdown-version-annotations,,,,3,True,3.0,,markdown_version_annotations,,,,,,,,,,,,,,,,,
152,MkHack3rs,,,,,,['project'],charts,https://eskool.gitlab.io/mkhack3rs/,,,,,,,Hacks & Integrations for Mkdocs / Material Theme.,2,True,3.0,,,,eskool/mkhack3rs,https://gitlab.com/eskool/mkhack3rs,2021-05-01 11:44:57,1.0,,,4.0,0.0,2021-05-01 11:44:57.000000,,,,,,,
153,Windmill Dark,windmill-dark,,,noraj/mkdocs-windmill-dark,mkdocs-windmill-dark,['theme'],theming,{},,,4.0,https://pypi.org/project/mkdocs-windmill-dark,448.0,448.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
154,CustomMill,custommill,,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,{},24.0,24.0,8.0,https://pypi.org/project/mkdocs-custommill,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
155,GitHub,github,,,g3xx/mkdocs-Github,mkdocs-github,['theme'],theming,{},13.0,13.0,,https://pypi.org/project/mkdocs-github,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
156,Ivory,ivory,,,daizutabi/mkdocs-ivory,mkdocs-ivory,['theme'],theming,{},,,2.0,https://pypi.org/project/mkdocs-ivory,3041.0,3041.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
157,SWAN,swan,,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],theming,{},12.0,12.0,5.0,https://pypi.org/project/mkdocs-swan,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
158,Moonstone,moonstone,,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,{},18.0,18.0,,https://pypi.org/project/mkdocs-moonstone,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
159,automacdoc,,,,AlexandreKempf/automacdoc,automacdoc,[],api-docs,{},,,6.0,https://pypi.org/project/automacdoc,537.0,537.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
160,mkdocs-typer2,,mkdocs-typer2,,syn54x/mkdocs-typer2,mkdocs-typer2,['plugin'],api-docs,{},49.0,49.0,2.0,https://pypi.org/project/mkdocs-typer2,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
161,mkdocstrings-matlab,,,,watermarkhu/mkdocstrings-matlab,mkdocstrings-matlab,,api-docs,{},2.0,2.0,5.0,https://pypi.org/project/mkdocstrings-matlab,359.0,359.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
162,ansible-document,,,,,ansible-mkdocs,[],api-docs,https://pypi.org/project/ansible-mkdocs/,,,,https://pypi.org/project/ansible-mkdocs,37.0,37.0,Auto-generate ansible role documentation.,2,True,3.0,,,,,,,,,,,,,,,,,,,
163,MkDocs Img2Fig Plugin,,img2fig,,stuebersystems/mkdocs-img2fig-plugin,mkdocs-img2fig-plugin,['plugin'],charts,{},,,2.0,https://pypi.org/project/mkdocs-img2fig-plugin,2510.0,2510.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
164,Termage,,termage,,bczsalba/Termage,Termage,['plugin'],charts,{},3.0,3.0,,https://pypi.org/project/Termage,77.0,77.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
165,mkdocs-resize-images,,resize-images,,JakubAndrysek/mkdocs-resize-images,mkdocs-resize-images,['plugin'],charts,{},13.0,13.0,,https://pypi.org/project/mkdocs-resize-images,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
166,mkdocs-d2-plugin,,d2,,landmaj/mkdocs-d2-plugin,mkdocs-d2-plugin,['plugin'],charts,{},37.0,37.0,4.0,https://pypi.org/project/mkdocs-d2-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
167,image-formatter-plugin,,image-formatter,,ASypula/mkdocs-image-formatter-plugin,mkdocs-image-formatter-plugin,['plugin'],charts,{},2.0,2.0,7.0,https://pypi.org/project/mkdocs-image-formatter-plugin,168.0,168.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
168,pico-8,,pico-8,,fmaida/pico8-mkdocs-plugin,pico8-mkdocs-plugin,['plugin'],charts,{},3.0,3.0,,https://pypi.org/project/pico8-mkdocs-plugin,73.0,73.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
169,mkdocs-matplotlib,,mkdocs_matplotlib,,AnH0ang/mkdocs-matplotlib,mkdocs-matplotlib,['plugin'],charts,{},,,2.0,https://pypi.org/project/mkdocs-matplotlib,2080.0,2080.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
170,pheasant,,pheasant,,daizutabi/pheasant,pheasant,['plugin'],code-exec-templating,{},,,4.0,https://pypi.org/project/pheasant,354.0,354.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
171,nbconvert,,nbconvert,,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,{},11.0,11.0,5.0,https://pypi.org/project/mkdocs-nbconvert,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
172,markdown-filter,,markdown-filter,,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,{},41.0,41.0,,https://pypi.org/project/mkdocs-markdown-filter,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
173,Entangled,,entangled,,entangled/mkdocs-plugin,mkdocs-entangled-plugin,['plugin'],code-exec-templating,{},14.0,14.0,,https://pypi.org/project/mkdocs-entangled-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
174,placeholder,,placeholder,,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],code-exec-templating,{},20.0,20.0,3.0,https://pypi.org/project/mkdocs-placeholder-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
175,recently-updated,,recently-updated,,jaywhj/mkdocs-recently-updated-docs,mkdocs-recently-updated-docs,['plugin'],git-info,{},,,,https://pypi.org/project/mkdocs-recently-updated-docs,615.0,615.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
176,branchcustomization,,branchcustomization,,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,{},28.0,28.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
177,git-latest-release,,git-latest-release,,agarthetiger/mkdocs_latest_release_plugin,mkdocs-latest-release-plugin,['plugin'],git-info,{},,,3.0,https://pypi.org/project/mkdocs-latest-release-plugin,912.0,912.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
178,mkdocs-mdpo,,mdpo,,mondeja/mkdocs-mdpo-plugin,mkdocs-mdpo-plugin,['plugin'],i18n-l10n,{},,,4.0,https://pypi.org/project/mkdocs-mdpo-plugin,233.0,233.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
179,Mkdocs translations plugin,,translations,,,mkdocs-translations,['plugin'],i18n-l10n,https://pypi.org/project/mkdocs-translations/,,,,https://pypi.org/project/mkdocs-translations,68.0,68.0,Internationalization plugin for mkdocs.,2,True,3.0,,,,,,,,,,,,,,,,,,,
180,Mkdocs-Addresses,,mkdocs-addresses,,,mkdocs-addresses,['plugin'],links-refs,https://gitlab.com/frederic-zinelli/mkdocs-addresses,,,,https://pypi.org/project/mkdocs-addresses,,,"Mkdocs plugin, building automatically the appropriate relative paths (to images, links, anchors, ...) using..",2,True,3.0,,,,frederic-zinelli/mkdocs-addresses,https://gitlab.com/frederic-zinelli/mkdocs-addresses,2023-07-13 16:32:15,0.0,1.0,,,0.0,2023-07-13 16:32:15.000000,,,,,,,
181,tooltipster-links,,tooltipster-links,,zachhannum/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,{},31.0,31.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
182,mkdocs-issues-plugin,,mkdocs-issues-plugin,,mihaigalos/mkdocs-issues-plugin,mkdocs-issues-plugin,['plugin'],links-refs,{},1.0,1.0,3.0,https://pypi.org/project/mkdocs-issues-plugin,192.0,192.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
183,mkdocs-alias-plugin,,alias,,eddyluten/mkdocs-alias-plugin,mkdocs-alias-plugin,['plugin'],links-refs,{},40.0,40.0,6.0,https://pypi.org/project/mkdocs-alias-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
184,bibtex,,bibtex,,shyamd/mkdocs-bibtex,mkdocs-bibtex,['plugin'],links-refs,{},,,21.0,https://pypi.org/project/mkdocs-bibtex,,,,2,True,3.0,BSD-3-Clause-LBNL,,,,,,,,,,,,,,,,,,
185,markdown-del-ins,,,,honzajavorek/markdown-del-ins,markdown-del-ins,['markdown'],markdown,{},,,2.0,https://pypi.org/project/markdown-del-ins,3694.0,3694.0,,2,True,3.0,,markdown_del_ins,,,,,,,,,,,,,,,,,
186,mkpatcher,,,,ofek/mkpatcher,mkpatcher,['markdown'],markdown,{},12.0,12.0,,https://pypi.org/project/mkpatcher,,,,2,True,3.0,,mkpatcher,,,,,,,,,,,,,,,,,
187,KBD Extension,,,,RickTalken/kbdextension,kbdextension,['markdown'],markdown,{},12.0,12.0,,https://pypi.org/project/kbdextension,,,,2,True,3.0,,kbdextension,,,,,,,,,,,,,,,,,
188,select-files,,select-files,,supcik/mkdocs-select-files,mkdocs-select-files,['plugin'],nav-pages,{},9.0,9.0,,https://pypi.org/project/mkdocs-select-files,81.0,81.0,Filter pages for assignments.,2,True,3.0,,,,,,,,,,,,,,,,,,,
189,file-filter,,file-filter,,DariuszPorowski/mkdocs-file-filter-plugin,mkdocs-file-filter-plugin,['plugin'],nav-pages,{},18.0,18.0,4.0,https://pypi.org/project/mkdocs-file-filter-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
190,mkdocs-breadcrumbs-plugin,,mkdocs-breadcrumbs-plugin,,mihaigalos/mkdocs-breadcrumbs-plugin,mkdocs-breadcrumbs-plugin,['plugin'],nav-pages,{},13.0,13.0,5.0,https://pypi.org/project/mkdocs-breadcrumbs-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
191,mkdocs-pagetree-plugin,,pagetree,,tombreit/mkdocs-pagetree-plugin,mkdocs-pagetree-plugin,['plugin'],nav-pages,{},34.0,34.0,3.0,https://pypi.org/project/mkdocs-pagetree-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
192,vim-md-tags,,vim-md-tags,,zachhannum/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],nav-pages,{},12.0,12.0,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
193,mkdocs-code-validator,,code-validator,,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,{},21.0,21.0,,https://pypi.org/project/mkdocs-code-validator,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
194,MkDocs-Test,,test,,fralau/mkdocs-test,,['plugin'],quality,{},,,3.0,,,,,2,True,3.0,MIT,,,,,,,,,,,,,,,,,mkdocs-test,
195,tags,,tags,,jldiaz/mkdocs-plugin-tags,mkdocs-plugin-tags,['plugin'],search-toc,{},,,3.0,https://pypi.org/project/mkdocs-plugin-tags,566.0,566.0,Processes tags in yaml metadata.,2,True,3.0,,,,,,,,,,,,,,,,,,,
196,pdf-with-js,,pdf-with-js,,smaxtec/mkdocs-pdf-with-js-plugin,mkdocs-pdf-with-js-plugin,['plugin'],site-conversion,{},13.0,13.0,4.0,https://pypi.org/project/mkdocs-pdf-with-js-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
