,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,homepage,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,description,projectrank,show,projectrank_placing,license,markdown_extension,trending,gitlab_id,gitlab_url,created_at,fork_count,open_issue_count,closed_issue_count,star_count,release_count,updated_at,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,pypi,bitbucket_id
41,user-defined-values,,user-defined-values,,rahult/mkdocs-user-defined-values,mkdocs-user-defined-values,['plugin'],code-exec-templating,{},15.0,15.0,3.0,https://pypi.org/project/mkdocs-user-defined-values,509.0,509.0,,6,True,2.0,MIT,,,,,,,,,,,,,,,,,,
42,minify,,minify,,byrnereese/mkdocs-minify-plugin,mkdocs-minify-plugin,['plugin'],html-css,{},12500.0,12500.0,14.0,https://pypi.org/project/mkdocs-minify-plugin,,,,6,True,1.0,,,,,,,,,,,,,,,,,,,
43,add-number,,add-number,,ignorantshr/mkdocs-add-number-plugin,mkdocs-add-number-plugin,['plugin'],html-css,{},54.0,54.0,3.0,https://pypi.org/project/mkdocs-add-number-plugin,7310.0,7310.0,,6,True,1.0,,,,,,,,,,,,,,,,,,,
44,Math extension,,,,mitya57/python-markdown-math,python-markdown-math,['markdown'],markdown,{},4054.0,4054.0,8.0,https://pypi.org/project/python-markdown-math,,,,6,True,1.0,,mdx_math,,,,,,,,,,,,,,,,,
45,Mdx Truly Sane Lists,,,,radude/mdx_truly_sane_lists,mdx-truly-sane-lists,['markdown'],markdown,{},,,4.0,https://pypi.org/project/mdx-truly-sane-lists,1312978.0,1312978.0,,6,True,1.0,,mdx_truly_sane_lists,,,,,,,,,,,,,,,,,
46,YAML metadata,,,,sivakov512/python-markdown-full-yaml-metadata,markdown-full-yaml-metadata,['markdown'],markdown,{},96.0,96.0,7.0,https://pypi.org/project/markdown-full-yaml-metadata,1609.0,1609.0,,6,True,1.0,,full_yaml_metadata,,,,,,,,,,,,,,,,,
47,localsearch,,localsearch,,wilhelmer/mkdocs-localsearch,mkdocs-localsearch,['plugin'],search-toc,{},107.0,107.0,6.0,https://pypi.org/project/mkdocs-localsearch,5731.0,5731.0,,6,True,1.0,,,-10.0,,,,,,,,,,,,,,,,
48,mike,,mike,,jimporter/mike,mike,['plugin'],site-management,{},6775.0,6775.0,9.0,https://pypi.org/project/mike,,,,6,True,1.0,,,,,,,,,,,,,,,,,,,
49,Markdown Grid Tables,,,,,markdown-grid-tables,['markdown'],markdown,https://gitlab.com/WillDaSilva/markdown_grid_tables,,,,https://pypi.org/project/markdown-grid-tables,57272.0,57272.0,[Python-Markdown](https://python-markdown.github.io/) [extension](https://python-markdown.github.io/extensions/api/)..,5,True,2.0,,markdown_grid_tables,,WillDaSilva/markdown_grid_tables,https://gitlab.com/WillDaSilva/markdown_grid_tables,2022-02-09 02:39:55,7.0,3.0,1.0,1.0,0.0,2022-02-09 02:39:55.000000,,,,,,,
50,Bootswatch,"['cerulean', 'cosmo', 'cyborg', 'darkly', 'flatly', 'journal', 'litera', 'lumen', 'lux', 'materia', 'minty', 'pulse', 'sandstone', 'simplex', 'slate', 'solar', 'spacelab', 'superhero', 'united', 'yeti']",,,mkdocs/mkdocs-bootswatch,mkdocs-bootswatch,['theme'],theming,{},1271.0,1271.0,10.0,https://pypi.org/project/mkdocs-bootswatch,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,
51,MkAutoDoc,,,,tomchristie/mkautodoc,mkautodoc,['markdown'],api-docs,{},,,7.0,https://pypi.org/project/mkautodoc,19690.0,19690.0,,5,True,2.0,BSD,mkautodoc,,,,,,,,,,,,,,,,,
52,mkdocs-click,,,,mkdocs/mkdocs-click,mkdocs-click,['markdown'],api-docs,{},1266.0,1266.0,16.0,https://pypi.org/project/mkdocs-click,,,,5,True,2.0,,mkdocs-click,,,,,,,,,,,,,,,,,
53,mkdocstrings-shell,,,,mkdocstrings/shell,,,api-docs,{},75.0,75.0,,,,,,5,True,2.0,ISC,,,,,,,,,,,,,,,,,,
54,markdownmermaid,,markdownmermaid,,pugong/mkdocs-mermaid-plugin,mkdocs-mermaid-plugin,['plugin'],charts,{},136.0,136.0,2.0,https://pypi.org/project/mkdocs-mermaid-plugin,2570.0,2570.0,A MkDocs plugin that support mermaid graph in markdown file.,5,True,2.0,,,,,,,,,,,,,,,,,,,
55,Interactive Graph,,obsidian-interactive-graph,,daxcore/mkdocs-obsidian-interactive-graph-plugin,mkdocs-obsidian-interactive-graph-plugin,['plugin'],charts,{},52.0,52.0,4.0,https://pypi.org/project/mkdocs-obsidian-interactive-graph-plugin,630.0,630.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
56,markdownextradata,,markdownextradata,,rosscdh/mkdocs-markdownextradata-plugin,mkdocs-markdownextradata-plugin,['plugin'],code-exec-templating,{},1662.0,1662.0,12.0,https://pypi.org/project/mkdocs-markdownextradata-plugin,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,
57,git-revision-date,,git-revision-date,,zhaoterryy/mkdocs-git-revision-date-plugin,mkdocs-git-revision-date-plugin,['plugin'],git-info,{},3036.0,3036.0,7.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,
58,git-committers-2,,git-committers,,ojacques/mkdocs-git-committers-plugin-2,mkdocs-git-committers-plugin-2,['plugin'],git-info,{},1632.0,1632.0,19.0,https://pypi.org/project/mkdocs-git-committers-plugin-2,,,An MkDocs plugin to create a list of contributors on the page.,5,True,2.0,,,,,,,,,,,,,,,,,,,
59,bootstrap-tables,,bootstrap-tables,,byrnereese/mkdocs-bootstrap-tables-plugin,mkdocs-bootstrap-tables-plugin,['plugin'],html-css,{},114.0,114.0,,https://pypi.org/project/mkdocs-bootstrap-tables-plugin,661.0,661.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
60,static-i18n,,i18n,,ultrabug/mkdocs-static-i18n,mkdocs-static-i18n,['plugin'],i18n-l10n,{},2579.0,2579.0,14.0,https://pypi.org/project/mkdocs-static-i18n,,,,5,True,1.0,,,,,,,,,,,,,,,,,,,
61,mkdocs-render-swagger-plugin,,render_swagger,,bharel/mkdocs-render-swagger-plugin,mkdocs-render-swagger-plugin,['plugin'],integrations,{},,,8.0,https://pypi.org/project/mkdocs-render-swagger-plugin,130879.0,130879.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
62,MkDocs asciinema-player,,asciinema-player,,pa-decarvalho/mkdocs-asciinema-player,mkdocs-asciinema-player,['plugin'],integrations,{},22.0,22.0,6.0,https://pypi.org/project/mkdocs-asciinema-player,1513.0,1513.0,,5,True,2.0,,,-10.0,,,,,,,,,,,,,,,,
63,Markdown Inline Graphviz,,,,cesaremorel/markdown-inline-graphviz,markdown-inline-graphviz-extension,['markdown'],markdown,{},,,9.0,https://pypi.org/project/markdown-inline-graphviz-extension,80136.0,80136.0,,5,True,2.0,,markdown_inline_graphviz,,,,,,,,,,,,,,,,,
64,mkdocs-simple-hooks,,mkdocs-simple-hooks,,aklajnert/mkdocs-simple-hooks,mkdocs-simple-hooks,['plugin'],nav-pages,{},2327.0,2327.0,6.0,https://pypi.org/project/mkdocs-simple-hooks,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,
65,schema-reader,,schema_reader,,magicaljellybeans/mkdocs_schema_reader,mkdocs-schema-reader,['plugin'],nav-pages,{},,,3.0,https://pypi.org/project/mkdocs-schema-reader,3743.0,3743.0,,5,True,2.0,MIT,,,,,,,,,,,,,,,,,,
66,mkdocs-categories-plugin,,categories,,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],nav-pages,{},24.0,24.0,,https://pypi.org/project/mkdocs-categories-plugin,3033.0,3033.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
67,mkdocs-task-collector,,task-collector,,costantinoai/mkdocs-task-collector,mkdocs-task-collector,['plugin'],search-toc,{},5.0,5.0,2.0,https://pypi.org/project/mkdocs-task-collector,190525.0,190525.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
68,mkdocs-with-pdf,,with-pdf,,orzih/mkdocs-with-pdf,mkdocs-with-pdf,['plugin'],site-conversion,{},925.0,925.0,6.0,https://pypi.org/project/mkdocs-with-pdf,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,
69,monorepo,,monorepo,,backstage/mkdocs-monorepo-plugin,mkdocs-monorepo-plugin,['plugin'],site-management,{},687.0,687.0,32.0,https://pypi.org/project/mkdocs-monorepo-plugin,,,,5,True,2.0,,,,,,,,,,,,,,,,,,,
70,no-sitemap,,no-sitemap,,leonardehrenfried/mkdocs-no-sitemap-plugin,mkdocs-no-sitemap-plugin,['plugin'],site-management,{},56.0,56.0,2.0,https://pypi.org/project/mkdocs-no-sitemap-plugin,2642.0,2642.0,,5,True,2.0,,,,,,,,,,,,,,,,,,,
71,mkdocs-embed-external-markdown,,external-markdown,,fire1ce/mkdocs-embed-external-markdown,mkdocs-embed-external-markdown,['plugin'],snippets-include,{},176.0,176.0,7.0,https://pypi.org/project/mkdocs-embed-external-markdown,,,,5,True,3.0,MIT,,,,,,,,,,,,,,,,,,
72,BOOTSTRAP386,bootstrap386,,,,mkdocs-bootstrap386,['theme'],theming,https://gitlab.com/lramage/mkdocs-bootstrap386,,,,https://pypi.org/project/mkdocs-bootstrap386,,,A vintage 1980s DOS inspired Twitter Bootstrap theme for MkDocs https://lramage.gitlab.io/mkdocs-bootstrap386.,4,True,2.0,,,,lramage/mkdocs-bootstrap386,https://gitlab.com/lramage/mkdocs-bootstrap386,2018-06-06 02:30:09,3.0,4.0,3.0,37.0,1.0,2018-06-06 02:30:09.000000,,,,,,,
73,Bootstrap,bootstrap,,,mkdocs/mkdocs-bootstrap,mkdocs-bootstrap,['theme'],theming,{},523.0,523.0,6.0,https://pypi.org/project/mkdocs-bootstrap,,,,4,True,2.0,,,,,,,,,,,,,,,,,,,
74,MkDocsOAD,,"['neoteroi.mkdocsoad', 'neoteroi.contribs']",,Neoteroi/mkdocs-plugins,neoteroi-mkdocs,"['plugin', 'markdown']",api-docs,{},528.0,528.0,13.0,https://pypi.org/project/neoteroi-mkdocs,,,Plugin for MkDocs to generate human readable documentation from OpenAPI Documentation Version 3 (also known as Swagger..,4,True,2.0,,"['neoteroi.cards', 'neoteroi.timeline', 'neoteroi.projects', 'neoteroi.spantable']",,,,,,,,,,,,,,,,,
75,mkdocs-typer,,,,bruce-szalwinski/mkdocs-typer,mkdocs-typer,['markdown'],api-docs,{},,,,https://pypi.org/project/mkdocs-typer,20154.0,20154.0,,4,True,2.0,,mkdocs-typer,,,,,,,,,,,,,,,,,
76,mkdocstrings-crystal,,,,mkdocstrings/crystal,mkdocstrings-crystal,,api-docs,{},,,3.0,https://pypi.org/project/mkdocstrings-crystal,17855.0,17855.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
77,Blogs for MkDocs,,blog,,fmaida/mkdocs-blog-plugin,mkdocs-blog-plugin,['plugin'],blogging,{},223.0,223.0,,https://pypi.org/project/mkdocs-blog-plugin,,,,4,True,1.0,,,,,,,,,,,,,['mkdocs_plugin'],,,,,,
78,mkdocs-blogging-plugin,,blogging,,liang2kl/mkdocs-blogging-plugin,mkdocs-blogging-plugin,['plugin'],blogging,{},321.0,321.0,7.0,https://pypi.org/project/mkdocs-blogging-plugin,,,,4,True,1.0,,,,,,,,,,,,,,,,,,,
79,markdownwavedrom,,markdownwavedrom,,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,{},16.0,16.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,256.0,256.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
80,oEmbedPy,,oembedpy,,attakei/oEmbedPy,oEmbedPy,['plugin'],charts,https://oembedpy.readthedocs.io/en/stable/integrations/mkdocs/,17.0,17.0,2.0,https://pypi.org/project/oEmbedPy,984.0,984.0,MkDocs plugin to render rich contents from URL by oEmbed API.,4,True,2.0,,,,,,,,,,,,,,,,,,,
81,mknotebooks,,mknotebooks,,greenape/mknotebooks,mknotebooks,['plugin'],code-exec-templating,{},798.0,798.0,14.0,https://pypi.org/project/mknotebooks,,,,4,True,3.0,,,,,,,,,,,,,,,,,,,
82,git-committers,,git-committers,,byrnereese/mkdocs-git-committers-plugin,mkdocs-git-committers-plugin,['plugin'],git-info,{},354.0,354.0,7.0,https://pypi.org/project/mkdocs-git-committers-plugin,,,,4,True,3.0,,,,,,,,,,,,,['mkdocs_plugin'],,,,,,
83,Github-Links,,,,Python-Markdown/github-links,mdx-gh-links,['markdown'],git-info,{},,,5.0,https://pypi.org/project/mdx-gh-links,22133.0,22133.0,,4,True,3.0,,mdx_gh_links,,,,,,,,,,,,,,,,,
84,enumerate-headings,,enumerate-headings,,timvink/mkdocs-enumerate-headings-plugin,mkdocs-enumerate-headings-plugin,['plugin'],html-css,{},394.0,394.0,6.0,https://pypi.org/project/mkdocs-enumerate-headings-plugin,,,,4,True,2.0,,,,,,,,,,,,,,,,,,,
85,mkdocs-link-embeds,,link-embeds,,Aetherinox/mkdocs-link-embeds,mkdocs-link-embeds-plugin,['plugin'],html-css,{},11.0,11.0,,https://pypi.org/project/mkdocs-link-embeds-plugin,427.0,427.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
86,mkdocs-ai-summary,,ai-summary,,AIboy996/mkdocs-ai-summary,mkdocs-ai-summary,['plugin'],html-css,https://aiboy996.github.io/mkdocs-ai-summary/,4.0,4.0,,https://pypi.org/project/mkdocs-ai-summary,103.0,103.0,,4,True,2.0,MIT,,,,,,,,,,,,,,,,,,
87,MkDocs Backend for Foliant,,,,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,[],integrations,{},35.0,35.0,5.0,https://pypi.org/project/foliantcontrib.mkdocs,228.0,228.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
88,autolinks,,autolinks,,zachhannum/mkdocs-autolinks-plugin,mkdocs-autolinks-plugin,['plugin'],links-refs,{},729.0,729.0,10.0,https://pypi.org/project/mkdocs-autolinks-plugin,,,,4,True,2.0,,,,,,,,,,,,,,,,,,,
89,roamlinks,,roamlinks,,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],links-refs,{},,,10.0,https://pypi.org/project/mkdocs-roamlinks-plugin,31671.0,31671.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
90,htmlproofer,,htmlproofer,,manuzhang/mkdocs-htmlproofer-plugin,mkdocs-htmlproofer-plugin,['plugin'],links-refs,{},736.0,736.0,16.0,https://pypi.org/project/mkdocs-htmlproofer-plugin,,,,4,True,2.0,,,,,,,,,,,,,,,,,,,
91,MarkdownSuperscript,,,,jambonrose/markdown_superscript_extension,MarkdownSuperscript,['markdown'],markdown,{},47.0,47.0,2.0,https://pypi.org/project/MarkdownSuperscript,454.0,454.0,,4,True,2.0,,superscript,,,,,,,,,,,,,,,,,
