,name,mkdocs_theme,mkdocs_plugin,extra_dependencies,github_id,pypi_id,labels,category,homepage,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,description,projectrank,show,projectrank_placing,license,markdown_extension,trending,gitlab_id,gitlab_url,created_at,fork_count,open_issue_count,closed_issue_count,star_count,release_count,updated_at,shadowed,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,pypi,bitbucket_id
80,mkdocs-marimo,,marimo,,marimo-team/mkdocs-marimo,mkdocs-marimo,['plugin'],code-exec-templating,{},14.0,14.0,8.0,https://pypi.org/project/mkdocs-marimo,,,,4,True,3.0,Apache-2,,,,,,,,,,,,,,,,,,
81,git-committers,,git-committers,,byrnereese/mkdocs-git-committers-plugin,mkdocs-git-committers-plugin,['plugin'],git-info,{},355.0,355.0,7.0,https://pypi.org/project/mkdocs-git-committers-plugin,,,,4,True,3.0,,,,,,,,,,,,,['mkdocs_plugin'],,,,,,
82,enumerate-headings,,enumerate-headings,,timvink/mkdocs-enumerate-headings-plugin,mkdocs-enumerate-headings-plugin,['plugin'],html-css,{},397.0,397.0,6.0,https://pypi.org/project/mkdocs-enumerate-headings-plugin,,,,4,True,2.0,,,,,,,,,,,,,,,,,,,
83,MkDocs Backend for Foliant,,,,foliant-docs/foliantcontrib.mkdocs,foliantcontrib.mkdocs,[],integrations,{},35.0,35.0,5.0,https://pypi.org/project/foliantcontrib.mkdocs,244.0,244.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
84,MkDocs Swagger UI Tag,,swagger-ui-tag,,blueswen/mkdocs-swagger-ui-tag,mkdocs-swagger-ui-tag,['plugin'],integrations,{},447.0,447.0,10.0,https://pypi.org/project/mkdocs-swagger-ui-tag,,,,4,True,2.0,,,,,,,,,,,,,,,,,,,
85,mkdocs-llmstxt,,llmstxt,,pawamoy/mkdocs-llmstxt,mkdocs-llmstxt,['plugin'],integrations,{},644.0,644.0,5.0,https://pypi.org/project/mkdocs-llmstxt,,,,4,True,2.0,,,,,,,,,,,,,,,,,,,
86,ezglossary,,ezglossary,,realtimeprojects/mkdocs-ezglossary,mkdocs-ezglossary-plugin,['plugin'],links-refs,{},,,6.0,https://pypi.org/project/mkdocs-ezglossary-plugin,10599.0,10599.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
87,roamlinks,,roamlinks,,Jackiexiao/mkdocs-roamlinks-plugin,mkdocs-roamlinks-plugin,['plugin'],links-refs,{},,,10.0,https://pypi.org/project/mkdocs-roamlinks-plugin,33002.0,33002.0,,4,True,2.0,,,,,,,,,,,,,,,,,,,
88,htmlproofer,,htmlproofer,,manuzhang/mkdocs-htmlproofer-plugin,mkdocs-htmlproofer-plugin,['plugin'],links-refs,{},741.0,741.0,16.0,https://pypi.org/project/mkdocs-htmlproofer-plugin,,,,4,True,2.0,,,,,,,,,,,,,,,,,,,
89,Wikilink Plus,,,,neurobin/mdx_wikilink_plus,mdx-wikilink-plus,['markdown'],links-refs,{},,,5.0,https://pypi.org/project/mdx-wikilink-plus,13882.0,13882.0,,4,True,2.0,,mdx_wikilink_plus,,,,,,,,,,,,,,,,,
90,Breakless Lists,,,,adamb70/mdx-breakless-lists,mdx-breakless-lists,['markdown'],markdown,{},,,,https://pypi.org/project/mdx-breakless-lists,37723.0,37723.0,,4,True,2.0,,mdx_breakless_lists,,,,,,,,,,,,,,,,,
91,MarkdownSuperscript,,,,jambonrose/markdown_superscript_extension,MarkdownSuperscript,['markdown'],markdown,{},47.0,47.0,2.0,https://pypi.org/project/MarkdownSuperscript,226.0,226.0,,4,True,2.0,,superscript,,,,,,,,,,,,,,,,,
92,MarkdownSubscript,,,,jambonrose/markdown_subscript_extension,MarkdownSubscript,['markdown'],markdown,{},59.0,59.0,2.0,https://pypi.org/project/MarkdownSubscript,198.0,198.0,,4,True,2.0,,subscript,,,,,,,,,,,,,,,,,
93,Markdown PyCon,,,,pawamoy/markdown-pycon,,['markdown'],markdown,{},11.0,11.0,,,,,,4,True,2.0,ISC,pycon,,,,,,,,,,,,,,,,,
94,awesome-nav,,awesome-nav,,lukasgeiter/mkdocs-awesome-nav,mkdocs-awesome-nav,['plugin'],nav-pages,{},693.0,693.0,12.0,https://pypi.org/project/mkdocs-awesome-nav,,,,4,True,3.0,,,,,,,,,,,,,,,,,,,
95,mkdocs-live-edit-plugin,,live-edit,,eddyluten/mkdocs-live-edit-plugin,mkdocs-live-edit-plugin,['plugin'],nav-pages,{},18.0,18.0,6.0,https://pypi.org/project/mkdocs-live-edit-plugin,989.0,989.0,,4,True,3.0,,,,,,,,,,,,,,,,,,,
96,markdown-docs,,,,ldeluigi/markdown-docs,,['project'],site-management,{},111.0,111.0,6.0,,,,Generates documentation based on Markdown files and PlantUML syntax.,4,True,3.0,,,,,,,,,,,,2026-08-01 08:45:49.893230,,deloo/markdown-docs,https://hub.docker.com/r/deloo/markdown-docs,2026-08-01 08:45:49.893230,49679.0,,
97,codeinclude,,codeinclude,,rnorth/mkdocs-codeinclude-plugin,mkdocs-codeinclude-plugin,['plugin'],snippets-include,{},199.0,199.0,5.0,https://pypi.org/project/mkdocs-codeinclude-plugin,,,A plugin to include code snippets into mkdocs pages.,4,True,3.0,,,,,,,,,,,,,,,,,,,
98,markdown-katex,,,,,markdown-katex,['markdown'],markdown,https://gitlab.com/mbarkhau/markdown-katex,,,,https://pypi.org/project/markdown-katex,,,KaTeX extension for Python Markdown.,3,True,3.0,,markdown_katex,,mbarkhau/markdown-katex,https://gitlab.com/mbarkhau/markdown-katex,2019-05-14 07:53:31,4.0,4.0,13.0,11.0,0.0,2019-05-14 07:53:31.000000,,,,,,,
99,MkDocs Graphviz,,,,,mkdocs-graphviz,['markdown'],charts,https://gitlab.com/rod2ik/mkdocs-graphviz,,,,https://pypi.org/project/mkdocs-graphviz,,,"A mkdocs Extension that automatically renders Graphviz images, in SVG or PNG format, within your markdown file.",3,True,2.0,,mkdocs_graphviz,,rod2ik/mkdocs-graphviz,https://gitlab.com/rod2ik/mkdocs-graphviz,2021-05-03 14:28:32,1.0,6.0,5.0,6.0,3.0,2021-05-03 14:28:32.000000,,,,,,,
100,Nature,nature,,,waylan/mkdocs-nature,mkdocs-nature,['theme'],theming,{},52.0,52.0,3.0,https://pypi.org/project/mkdocs-nature,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
101,Simple Blog,simple-blog,,,FernandoCelmer/mkdocs-simple-blog,mkdocs-simple-blog,['theme'],theming,{},97.0,97.0,5.0,https://pypi.org/project/mkdocs-simple-blog,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
102,Terminal for MkDocs,terminal,['terminal/md-to-html'],,ntno/mkdocs-terminal,mkdocs-terminal,['theme'],theming,{},171.0,171.0,4.0,https://pypi.org/project/mkdocs-terminal,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
103,Dracula,dracula,,,dracula/mkdocs,mkdocs-dracula-theme,['theme'],theming,{},155.0,155.0,5.0,https://pypi.org/project/mkdocs-dracula-theme,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
104,Shadcn,shadcn,"['shadcn/search', 'shadcn/excalidraw']",,asiffer/mkdocs-shadcn,mkdocs-shadcn,"['theme', 'plugin']",theming,{},95.0,95.0,6.0,https://pypi.org/project/mkdocs-shadcn,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
105,mkdoxy,,mkdoxy,,JakubAndrysek/MkDoxy,mkdoxy,['plugin'],api-docs,{},74.0,74.0,18.0,https://pypi.org/project/mkdoxy,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
106,mkdocstrings-vba,,,,mkdocstrings/vba,mkdocstrings-vba,,api-docs,{},3.0,3.0,3.0,https://pypi.org/project/mkdocstrings-vba,187.0,187.0,,3,True,2.0,,,,,,,,,,,,,,,,,,,
107,mkdocs-api-autonav,,api-autonav,,tlambert03/mkdocs-api-autonav,mkdocs-api-autonav,['plugin'],api-docs,{},309.0,309.0,2.0,https://pypi.org/project/mkdocs-api-autonav,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
108,newsletter,,mkdocs-newsletter,,lyz-code/mkdocs-newsletter,mkdocs-newsletter,['plugin'],blogging,{},81.0,81.0,3.0,https://pypi.org/project/mkdocs-newsletter,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
109,kroki,,kroki,,AVATEAM-IT-SYSTEMHAUS/mkdocs-kroki-plugin,mkdocs-kroki-plugin,['plugin'],charts,{},93.0,93.0,19.0,https://pypi.org/project/mkdocs-kroki-plugin,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
110,mkdocs-diagrams,,diagrams,,zoni/mkdocs-diagrams,mkdocs-diagrams,['plugin'],charts,{},86.0,86.0,,https://pypi.org/project/mkdocs-diagrams,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
111,Lightgallery,,,,g-provost/lightgallery-markdown,lightgallery,['markdown'],charts,{},109.0,109.0,6.0,https://pypi.org/project/lightgallery,,,,3,True,2.0,,lightgallery,,,,,,,,,,,,,,,,,
112,markdown-captions,,,,Evidlo/markdown_captions,markdown-captions,['markdown'],charts,{},197.0,197.0,2.0,https://pypi.org/project/markdown-captions,,,,3,True,2.0,,markdown_captions,,,,,,,,,,,,,,,,,
113,Interactive Graph,,obsidian-interactive-graph,,daxcore/mkdocs-obsidian-interactive-graph-plugin,mkdocs-obsidian-interactive-graph-plugin,['plugin'],charts,{},53.0,53.0,4.0,https://pypi.org/project/mkdocs-obsidian-interactive-graph-plugin,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
114,panzoom,,panzoom,,PLAYG0N/mkdocs-panzoom,mkdocs-panzoom-plugin,['plugin'],charts,{},77.0,77.0,7.0,https://pypi.org/project/mkdocs-panzoom-plugin,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
115,mkdocs-bpmn-js,,bpmn-js,,madebyherzblut/mkdocs-bpmn-js,mkdocs-bpmn-js,['plugin'],charts,{},1.0,1.0,,https://pypi.org/project/mkdocs-bpmn-js,1680.0,1680.0,,3,True,2.0,,,,,,,,,,,,,,,,,,,
116,codeyaml,,codeyaml,,textileio/mkdocs-codeyaml-plugin,mkdocs-codeyaml-plugin,['plugin'],code-exec-templating,{},2.0,2.0,,https://pypi.org/project/mkdocs-codeyaml-plugin,43.0,43.0,,3,True,3.0,MIT,,,,,,,,,,,,,,,,,,
117,document-dates,,document-dates,,jaywhj/mkdocs-document-dates,mkdocs-document-dates,['plugin'],git-info,{},68.0,68.0,4.0,https://pypi.org/project/mkdocs-document-dates,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
118,mkdocs_safe_text,,mkdocs_safe_text,,raimon49/mkdocs-safe-text-plugin,mkdocs-safe-text-plugin,['plugin'],html-css,{},10.0,10.0,2.0,https://pypi.org/project/mkdocs-safe-text-plugin,486.0,486.0,,3,True,2.0,,,,,,,,,,,,,,,,,,,
119,add-number,,add-number,,ignorantshr/mkdocs-add-number-plugin,mkdocs-add-number-plugin,['plugin'],html-css,{},54.0,54.0,3.0,https://pypi.org/project/mkdocs-add-number-plugin,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
120,minify-html,,minify_html,,monosans/mkdocs-minify-html-plugin,mkdocs-minify-html-plugin,['plugin'],html-css,{},102.0,102.0,4.0,https://pypi.org/project/mkdocs-minify-html-plugin,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
121,Publisher for MkDocs - social,,pub-social,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],html-css,{},,,4.0,https://pypi.org/project/mkdocs-publisher,5404.0,5404.0,Social media sharing helper.,3,True,2.0,,,,,,,,,,,,,,,,,,,
122,Publisher for MkDocs - minifier,,pub-minifier,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],html-css,{},,,4.0,https://pypi.org/project/mkdocs-publisher,5404.0,5404.0,"Size optimization (minification) for HTML, CSS, JS, SVG, PNG and JPEG files.",3,True,2.0,,,,,,,,,,,,,,,,,,,
123,MkDocs Pygments,,pygments,,pawamoy/mkdocs-pygments,,['plugin'],html-css,{},7.0,7.0,,,,,,3,True,2.0,ISC,,,,,,,,,,,,,,,,,,
124,mkdocs-ai-summary,,ai-summary,,AIboy996/mkdocs-ai-summary,mkdocs-ai-summary,['plugin'],html-css,https://aiboy996.github.io/mkdocs-ai-summary/,4.0,4.0,,https://pypi.org/project/mkdocs-ai-summary,,,,3,True,2.0,MIT,,,,,,,,,,,,,,,,,,
125,Publisher for MkDocs - obsidian,,pub-obsidian,,mkdocs-publisher/mkdocs-publisher,mkdocs-publisher,['plugin'],integrations,{},,,4.0,https://pypi.org/project/mkdocs-publisher,5404.0,5404.0,"Obsidian.md integration including with support for wiki links, callouts, backlinks etc.",3,True,3.0,,,,,,,,,,,,,,,,,,,
126,ezlinks,,ezlinks,,orbikm/mkdocs-ezlinks-plugin,mkdocs-ezlinks-plugin,['plugin'],links-refs,{},179.0,179.0,,https://pypi.org/project/mkdocs-ezlinks-plugin,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
127,link-marker,,link-marker,,timmeinerzhagen/mkdocs-link-marker,mkdocs-link-marker,['plugin'],links-refs,{},54.0,54.0,3.0,https://pypi.org/project/mkdocs-link-marker,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
128,mkdocs-open-in-new-tab,,open-in-new-tab,,JakubAndrysek/mkdocs-open-in-new-tab,mkdocs-open-in-new-tab,['plugin'],links-refs,{},734.0,734.0,2.0,https://pypi.org/project/mkdocs-open-in-new-tab,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
129,markdown-callouts,,,,oprypin/markdown-callouts,markdown-callouts,['markdown'],markdown,{},757.0,757.0,2.0,https://pypi.org/project/markdown-callouts,,,,3,True,3.0,,"['callouts', 'github-callouts']",,,,,,,,,,,,,,,,,
130,YAML metadata,,,,sivakov512/python-markdown-full-yaml-metadata,markdown-full-yaml-metadata,['markdown'],markdown,{},96.0,96.0,7.0,https://pypi.org/project/markdown-full-yaml-metadata,,,,3,True,3.0,,full_yaml_metadata,,,,,,,,,,,,,,,,,
131,KBD Extension,,,,RickTalken/kbdextension,kbdextension,['markdown'],markdown,{},12.0,12.0,,https://pypi.org/project/kbdextension,111.0,111.0,,3,True,3.0,,kbdextension,,,,,,,,,,,,,,,,,
132,mkdocs-gallery,,gallery,,smarie/mkdocs-gallery,mkdocs-gallery,['plugin'],nav-pages,{},,,10.0,https://pypi.org/project/mkdocs-gallery,7947.0,7947.0,,3,True,3.0,,,,,,,,,,,,,,,,,,,
133,localsearch,,localsearch,,wilhelmer/mkdocs-localsearch,mkdocs-localsearch,['plugin'],search-toc,{},108.0,108.0,6.0,https://pypi.org/project/mkdocs-localsearch,,,,3,True,3.0,,,,,,,,,,,,,,,,,,,
134,mkpdfs,,mkpdfs,,comwes/mkpdfs-mkdocs-plugin,mkpdfs-mkdocs,['plugin'],site-conversion,{},66.0,66.0,9.0,https://pypi.org/project/mkpdfs-mkdocs,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
135,mkdocs-pandoc,,,,jgrassler/mkdocs-pandoc,mkdocs-pandoc,[],site-conversion,{},78.0,78.0,4.0,https://pypi.org/project/mkdocs-pandoc,,,,3,True,2.0,,,,,,,,,,,,,,,,,,,
136,MkHack3rs,,,,,,['project'],charts,https://eskool.gitlab.io/mkhack3rs/,,,,,,,Hacks & Integrations for Mkdocs / Material Theme.,2,True,3.0,,,,eskool/mkhack3rs,https://gitlab.com/eskool/mkhack3rs,2021-05-01 11:44:57,1.0,,,4.0,0.0,2021-05-01 11:44:57.000000,,,,,,,
137,CustomMill,custommill,,,Siphalor/mkdocs-custommill,mkdocs-custommill,['theme'],theming,{},24.0,24.0,8.0,https://pypi.org/project/mkdocs-custommill,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
138,GitHub,github,,,g3xx/mkdocs-Github,mkdocs-github,['theme'],theming,{},13.0,13.0,,https://pypi.org/project/mkdocs-github,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
139,SWAN,swan,,,swan-cern/mkdocs-swan,mkdocs-swan,['theme'],theming,{},12.0,12.0,5.0,https://pypi.org/project/mkdocs-swan,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
140,Zettelkasten,zettelkasten-solarized-light,['zettelkasten'],,buvis/mkdocs-zettelkasten,mkdocs-zettelkasten,['theme'],theming,{},6.0,6.0,5.0,https://pypi.org/project/mkdocs-zettelkasten,121.0,121.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
141,Moonstone,moonstone,,,byrnereese/mkdocs-moonstone,mkdocs-moonstone,['theme'],theming,{},18.0,18.0,,https://pypi.org/project/mkdocs-moonstone,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
142,automacdoc,,,,AlexandreKempf/automacdoc,automacdoc,[],api-docs,{},,,6.0,https://pypi.org/project/automacdoc,567.0,567.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
143,mkdocs-typer2,,mkdocs-typer2,,syn54x/mkdocs-typer2,mkdocs-typer2,['plugin'],api-docs,{},51.0,51.0,2.0,https://pypi.org/project/mkdocs-typer2,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
144,mkdocs-autoapi,,mkdocs-autoapi,,jcayers20/mkdocs-autoapi,mkdocs-autoapi,['plugin'],api-docs,{},137.0,137.0,2.0,https://pypi.org/project/mkdocs-autoapi,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
145,ansible-document,,,,,ansible-mkdocs,[],api-docs,https://pypi.org/project/ansible-mkdocs/,,,,https://pypi.org/project/ansible-mkdocs,23.0,23.0,Auto-generate ansible role documentation.,2,True,3.0,,,,,,,,,,,,,,,,,,,
146,markdownmermaid,,markdownmermaid,,pugong/mkdocs-mermaid-plugin,mkdocs-mermaid-plugin,['plugin'],charts,{},138.0,138.0,2.0,https://pypi.org/project/mkdocs-mermaid-plugin,,,A MkDocs plugin that support mermaid graph in markdown file.,2,True,3.0,,,,,,,,,,,,,,,,,,,
147,markdownwavedrom,,markdownwavedrom,,kuri65536/mkdocs-wavedrom-plugin,mkdocs-wavedrom-plugin,['plugin'],charts,{},16.0,16.0,,https://pypi.org/project/mkdocs-wavedrom-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
148,markdown-figcap,,,,funk1d/markdown-figcap,markdown-figcap,['markdown'],charts,{},7.0,7.0,,https://pypi.org/project/markdown-figcap,77.0,77.0,,2,True,3.0,,markdown_figcap,,,,,,,,,,,,,,,,,
149,Termage,,termage,,bczsalba/Termage,Termage,['plugin'],charts,{},3.0,3.0,,https://pypi.org/project/Termage,67.0,67.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
150,mkdocs-resize-images,,resize-images,,JakubAndrysek/mkdocs-resize-images,mkdocs-resize-images,['plugin'],charts,{},13.0,13.0,,https://pypi.org/project/mkdocs-resize-images,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
151,mkdocs-d2-plugin,,d2,,landmaj/mkdocs-d2-plugin,mkdocs-d2-plugin,['plugin'],charts,{},38.0,38.0,4.0,https://pypi.org/project/mkdocs-d2-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
152,pico-8,,pico-8,,fmaida/pico8-mkdocs-plugin,pico8-mkdocs-plugin,['plugin'],charts,{},3.0,3.0,,https://pypi.org/project/pico8-mkdocs-plugin,67.0,67.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
153,oEmbedPy,,oembedpy,,attakei/oEmbedPy,oEmbedPy,['plugin'],charts,https://oembedpy.readthedocs.io/en/stable/integrations/mkdocs/,17.0,17.0,2.0,https://pypi.org/project/oEmbedPy,,,MkDocs plugin to render rich contents from URL by oEmbed API.,2,True,3.0,,,,,,,,,,,,,,,,,,,
154,pheasant,,pheasant,,daizutabi/pheasant,pheasant,['plugin'],code-exec-templating,{},,,4.0,https://pypi.org/project/pheasant,339.0,339.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
155,nbconvert,,nbconvert,,tanbro/mkdocs-nbconvert,mkdocs-nbconvert,['plugin'],code-exec-templating,{},11.0,11.0,5.0,https://pypi.org/project/mkdocs-nbconvert,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
156,markdown-filter,,markdown-filter,,byrnereese/mkdocs-markdown-filter,mkdocs-markdown-filter,['plugin'],code-exec-templating,{},41.0,41.0,,https://pypi.org/project/mkdocs-markdown-filter,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
157,Entangled,,entangled,,entangled/mkdocs-plugin,mkdocs-entangled-plugin,['plugin'],code-exec-templating,{},14.0,14.0,,https://pypi.org/project/mkdocs-entangled-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
158,placeholder,,placeholder,,six-two/mkdocs-placeholder-plugin,mkdocs-placeholder-plugin,['plugin'],code-exec-templating,{},20.0,20.0,3.0,https://pypi.org/project/mkdocs-placeholder-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
159,branchcustomization,,branchcustomization,,effigies/mkdocs-branchcustomization-plugin,mkdocs-branchcustomization-plugin,['plugin'],git-info,{},28.0,28.0,,https://pypi.org/project/mkdocs-branchcustomization-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
160,mkdocs-link-embeds,,link-embeds,,Aetherinox/mkdocs-link-embeds,mkdocs-link-embeds-plugin,['plugin'],html-css,{},,,,https://pypi.org/project/mkdocs-link-embeds-plugin,314.0,314.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
161,Mkdocs translations plugin,,translations,,,mkdocs-translations,['plugin'],i18n-l10n,https://pypi.org/project/mkdocs-translations/,,,,https://pypi.org/project/mkdocs-translations,41.0,41.0,Internationalization plugin for mkdocs.,2,True,3.0,,,,,,,,,,,,,,,,,,,
162,MkDocs Dependency License Information,,mkdocs_licenseinfo,,djpugh/mkdocs_licenseinfo,mkdocs-licenseinfo,['plugin'],integrations,{},,,2.0,https://pypi.org/project/mkdocs-licenseinfo,2251.0,2251.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
163,Mkdocs-Addresses,,mkdocs-addresses,,,mkdocs-addresses,['plugin'],links-refs,https://gitlab.com/frederic-zinelli/mkdocs-addresses,,,,https://pypi.org/project/mkdocs-addresses,,,"Mkdocs plugin, building automatically the appropriate relative paths (to images, links, anchors, ...) using..",2,True,3.0,,,,frederic-zinelli/mkdocs-addresses,https://gitlab.com/frederic-zinelli/mkdocs-addresses,2023-07-13 16:32:15,0.0,1.0,,,0.0,2023-07-13 16:32:15.000000,,,,,,,
164,tooltipster-links,,tooltipster-links,,zachhannum/mkdocs-tooltipster-links-plugin,mkdocs-tooltipster-links-plugin,['plugin'],links-refs,{},31.0,31.0,,https://pypi.org/project/mkdocs-tooltipster-links-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
165,mkdocs-alias-plugin,,alias,,eddyluten/mkdocs-alias-plugin,mkdocs-alias-plugin,['plugin'],links-refs,{},40.0,40.0,6.0,https://pypi.org/project/mkdocs-alias-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
166,bibtex,,bibtex,,shyamd/mkdocs-bibtex,mkdocs-bibtex,['plugin'],links-refs,{},,,21.0,https://pypi.org/project/mkdocs-bibtex,,,,2,True,3.0,BSD-3-Clause-LBNL,,,,,,,,,,,,,,,,,,
167,MkDocs Backlinks Section Plugin,,backlinks_section,,six-two/mkdocs-backlinks-section-plugin,mkdocs-backlinks-section-plugin,['plugin'],links-refs,{},,,2.0,https://pypi.org/project/mkdocs-backlinks-section-plugin,3859.0,3859.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
168,Tweetable quotes,,,,max-arnold/markdown-tweetable,markdown-tweetable,['markdown'],markdown,{},5.0,5.0,,https://pypi.org/project/markdown-tweetable,65.0,65.0,,2,True,3.0,,tweetable.extension,,,,,,,,,,,,,,,,,
169,mkpatcher,,,,ofek/mkpatcher,mkpatcher,['markdown'],markdown,{},12.0,12.0,,https://pypi.org/project/mkpatcher,,,,2,True,3.0,,mkpatcher,,,,,,,,,,,,,,,,,
170,markdown-emdash,,,,czue/markdown-emdash,markdown-emdash,['markdown'],markdown,{},39.0,39.0,,https://pypi.org/project/markdown-emdash,,,,2,True,3.0,,mdx_emdash,,,,,,,,,,,,,,,,,
171,toc-sidebar,,toc-sidebar,,zachhannum/mkdocs-toc-sidebar-plugin,mkdocs-toc-sidebar-plugin,['plugin'],nav-pages,{},54.0,54.0,2.0,https://pypi.org/project/mkdocs-toc-sidebar-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
172,mkdocs-categories-plugin,,categories,,eddyluten/mkdocs-categories-plugin,mkdocs-categories-plugin,['plugin'],nav-pages,{},24.0,24.0,,https://pypi.org/project/mkdocs-categories-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
173,mkdocs-title-casing-plugin,,title-casing,,mattchristopher314/mkdocs-title-casing-plugin,mkdocs-title-casing-plugin,['plugin'],nav-pages,{},11.0,11.0,,https://pypi.org/project/mkdocs-title-casing-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
174,SWAN Gallery,,swangallery,,swan-cern/mkdocs-swangallery,mkdocs-swangallery,['plugin'],nav-pages,{},3.0,3.0,3.0,https://pypi.org/project/mkdocs-swangallery,56.0,56.0,,2,True,3.0,,,,,,,,,,,,,,,,,,,
175,file-filter,,file-filter,,DariuszPorowski/mkdocs-file-filter-plugin,mkdocs-file-filter-plugin,['plugin'],nav-pages,{},18.0,18.0,4.0,https://pypi.org/project/mkdocs-file-filter-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
176,mkdocs-pagetree-plugin,,pagetree,,tombreit/mkdocs-pagetree-plugin,mkdocs-pagetree-plugin,['plugin'],nav-pages,{},36.0,36.0,3.0,https://pypi.org/project/mkdocs-pagetree-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
177,vim-md-tags,,vim-md-tags,,zachhannum/mkdocs-vim-md-tags-plugin,mkdocs-vim-md-tags-plugin,['plugin'],nav-pages,{},12.0,12.0,4.0,https://pypi.org/project/mkdocs-vim-md-tags-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
178,mkdocs-code-validator,,code-validator,,oprypin/mkdocs-code-validator,mkdocs-code-validator,['plugin'],quality,{},21.0,21.0,,https://pypi.org/project/mkdocs-code-validator,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
179,MkDocs-Test,,test,,fralau/mkdocs-test,,['plugin'],quality,{},,,3.0,,,,,2,True,3.0,MIT,,,,,,,,,,,,,,,,,mkdocs-test,
180,pdf-with-js,,pdf-with-js,,smaxtec/mkdocs-pdf-with-js-plugin,mkdocs-pdf-with-js-plugin,['plugin'],site-conversion,{},13.0,13.0,4.0,https://pypi.org/project/mkdocs-pdf-with-js-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
181,progress,,progress,,rdilweb/mkdocs-plugin-progress,,['plugin'],site-management,{},42.0,42.0,4.0,,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
182,mkdocs-exclude-unused-files,,exclude-unused-files,,JonasDoesThings/mkdocs-exclude-unused-files,mkdocs-exclude-unused-files,['plugin'],site-management,{},28.0,28.0,4.0,https://pypi.org/project/mkdocs-exclude-unused-files,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
183,no-sitemap,,no-sitemap,,leonardehrenfried/mkdocs-no-sitemap-plugin,mkdocs-no-sitemap-plugin,['plugin'],site-management,{},56.0,56.0,2.0,https://pypi.org/project/mkdocs-no-sitemap-plugin,,,,2,True,3.0,,,,,,,,,,,,,,,,,,,
